종목명,현재가,등락률,당일_게시글수,시장구분,어제_종가,게시물_요약,code
광전자,7520.0,+29.88%,422,KOSPI,,분석 오류,017900
풍산홀딩스,57400.0,+21.48%,280,KOSPI,,분석 오류,005810
프로이천,2975.0,+21.43%,179,KOSDAQ,,분석 오류,321260
진영,2685.0,+20.95%,85,KOSDAQ,,분석 오류,285800
창해에탄올,12230.0,+18.05%,240,KOSDAQ,,분석 오류,004650
한국ANKOR유전,307.0,+14.98%,101,KOSPI,,분석 오류,152550
아크릴,36250.0,+14.90%,149,KOSDAQ,,분석 오류,0007C0
대영포장,1457.0,+14.72%,82,KOSPI,,분석 오류,014160
세림B&G,2595.0,+13.82%,92,KOSDAQ,,분석 오류,340440
흥구석유,23650.0,+13.70%,1391,KOSDAQ,,분석 오류,024060
서울반도체,9950.0,+13.58%,99,KOSDAQ,,분석 오류,046890
형지엘리트,1069.0,+12.76%,104,KOSPI,,분석 오류,093240
유투바이오,19180.0,+8.00%,81,KOSDAQ,,분석 오류,221800
엘앤에프,184000.0,+7.85%,393,KOSPI,,분석 오류,066970
에코프로머티,73500.0,+6.68%,338,KOSPI,,분석 오류,450080
한화시스템,133500.0,+4.62%,235,KOSPI,,분석 오류,272210
기가레인,2485.0,+3.97%,337,KOSDAQ,2390.0,분석 오류,049080
보원케미칼,11490.0,+3.79%,276,KOSDAQ,11070.0,분석 오류,0010F0
한패스,19870.0,+3.65%,86,KOSDAQ,19170.0,분석 오류,408470
카카오,46100.0,+2.79%,226,KOSPI,,분석 오류,035720
흥아해운,3890.0,+2.64%,484,KOSPI,,분석 오류,003280
파워넷,5380.0,+2.48%,110,KOSDAQ,5249.0,분석 오류,037030
에코플라스틱,4105.0,+2.11%,94,KOSDAQ,4020.0,분석 오류,038110
LG디스플레이,11170.0,+2.01%,92,KOSPI,10949.0,분석 오류,034220
삼성E&A,46350.0,+1.53%,1394,KOSPI,45651.0,분석 오류,028050
남선알미늄,2160.0,+1.41%,995,KOSPI,2129.0,분석 오류,008350
우리로,7040.0,+1.29%,490,KOSDAQ,6950.0,분석 오류,046970
SK하이닉스,897000.0,+1.24%,1366,KOSPI,886013.0,분석 오류,000660
삼성전자,193400.0,+0.16%,2158,KOSPI,193091.0,분석 오류,005930
대한해운,2300.0,-0.22%,99,KOSPI,2305.0,분석 오류,005880
삼성전자우,128300.0,-0.62%,108,KOSPI,129100.0,분석 오류,005935
후성,9780.0,-1.21%,233,KOSPI,9899.0,분석 오류,093370
대우건설,17100.0,-1.21%,448,KOSPI,17309.0,분석 오류,047040
신성이엔지,3480.0,-2.66%,137,KOSPI,3575.0,분석 오류,011930
조일알미늄,1525.0,-5.04%,81,KOSPI,1605.0,분석 오류,018470
우리기술,19460.0,-5.53%,501,KOSDAQ,20599.0,분석 오류,032820
스코넥,327.0,-5.76%,154,KOSDAQ,346.0,분석 오류,276040
대한광통신,12470.0,-8.24%,285,KOSDAQ,13589.0,분석 오류,010170
다날,7030.0,-9.87%,857,KOSDAQ,7799.0,분석 오류,064260
SK오션플랜트,25800.0,-9.95%,302,KOSPI,28650.0,분석 오류,100090
피노,9100.0,-11.91%,212,KOSDAQ,10330.0,분석 오류,033790
인스코비,421.0,-12.11%,116,KOSPI,479.0,분석 오류,006490
Unknown,,,249,KOSPI,,분석 오류,079550
Unknown,,,98,KOSPI,,분석 오류,394420
