시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,0097F0,미래에셋비전스팩10호,3100,,2000,,+55.00%,232,1 / 올해의 마지막 스팩 / 진심 이딴 스팩주 처음 봄 / 여기 왜 투자함 오후에 2000원인데[1],Mixed,"어제, 11호, 지금",False
KOSPI,006805,미래에셋증권우,15260,12.95%,11580,12.88%,+29.98%,161,보수적으로 지분가치 10조임 ㅋㅋㅋ / 땅도 9연상 / 미래벤처투자는 고작 40억 투자 = 미래증권... / 메이저급 세력(미래벤처.천일.동양고속)세력들...[1],Mixed,"상한가, 시총, ㅋㅋㅋ",False
KOSPI,217590,티엠씨,23650,2.51%,18210,2.34%,+29.95%,142,"티엠씨와 한화오션,한화그룹....쳇gpt 내용 / 티엠씨와 한화오션,한화그룹....쳇gpt 내용[1] / 난 너희처럼.. 주식은 모르지만~♡ / 상한가 ㅅ ㅅ ㅅ ㅅ",Positive (85%),"상한가, 상따, 이상",False
KOSDAQ,003310,대주산업,2945,1.99%,2345,1.83%,+20.20%,155,오늘 3000원 업다운[1] / 차기대통령 / 출마 연기뉴스는 매수포지션[2] / 편안하게 점심먹고 와야겠네,Positive (59%),"이상, 상승했어요, 오늘",False
KOSDAQ,054540,삼영엠텍,16230,2.06%,13350,1.99%,+18.81%,99,삼영엠텍 / 삼영엠텍이 오늘 -실질적인- 조선테마 ...[2] / 한화오션이 저정도 개폭등이면 / 이기화에,Positive (70%),"오늘, 상가즈아, 간다",False
KOSDAQ,039860,나노엔텍,5620,1.81%,4390,1.52%,+12.96%,62,신규 로봇주 나노엔텍 지금은 단순 키맞추기일뿐[3] / 1만 이상 가면 시너지효과를 위해[1] / 형님덜~[1] / 뭔가...[1],Positive (66%),"이상, 상승했어요, 이제",False
KOSPI,042660,한화오션,121900,9.49%,109500,9.53%,+11.12%,800,왜 말을 안들어 / 트럼프대통령 회견[1] / 나도 주주지만.. 상한가는 좀 힘들거 같... / 종가[1],Positive (51%),"오늘, 공매, 상한가",False
KOSPI,022100,포스코DX,29450,3.85%,25700,3.82%,+10.30%,204,2년전에 1등주  였는데[1] / 제2의 레인보우로보틱스[1] / ^ 포스코디엑스는 피지컬AI 로봇으로[2] / 오늘 상한번 쳐 주심[2],Positive (65%),"오늘, ..., 포스코",False
KOSDAQ,090710,휴림로봇,6250,3.02%,5520,2.16%,+7.39%,156,오늘 / 긴횡보 매집 끝나고 폭등장 / 말아올리겟누 / 6500원부근,Positive (78%),"오늘, 자율주행, 어제",False
KOSPI,097230,HJ중공업,22950,1.30%,21950,1.37%,+6.00%,74,주가 미반영[1] / 국장에서  철수하세용 !! 폭탄  옵니당[4] / 2만5천원  안착가자 / 오늘 나가면 죽쒀서 개주는겁니다.,Positive (66%),"오늘, 슬슬, HJ중공업",False
