시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,0099X0,IBKS제25호스팩,4320,,1999,,+116.00%,313,방금  IBK스팩으로 1300만원  따먹었습니다...[3] / 1시부터[3] / 한강 같이 가실분 / 2천원 이상 매수금지,Positive (54%),"스팩주, 그냥, 종가는",False
KOSDAQ,417010,나노팀,8070,0.56%,6130,0.83%,+28.71%,143,쩜상 경험부탁드립니다.[1] / 점심때 100억 / 어제 털린호구잇누?[1] / 이런거는 물려도 사는거야 ㅎㅎ[1],Positive (69%),"어제, 이상, 스페이스X",False
KOSDAQ,067290,JW신약,2290,2.22%,2155,1.97%,+18.16%,227,오늘 상못침[3] / 결국 반반 치킨게임 아님?[3] / 오늘은 올라야 정상아니야?[4] / 드럼통 들어가기 싫으면 이재명 말 듣고 문닫아...[1],Positive (57%),"이상, 상승했어요, 탈모",False
KOSDAQ,100790,미래에셋벤처투자,16650,1.19%,10960,1.98%,+16.92%,713,월요일 투경 아닌 이유[2] / 이건 단순히 스페이스때문에 가는게 아닌데...[2] / 한국경제TV에서 총금액중 미래증권이 90%투자[3] / 내가 수익율43%인데도 안파는 이유[1],Positive (57%),"오늘, 상한가, 다시",False
KOSPI,000390,삼화페인트,9150,11.22%,6100,11.29%,+15.38%,423,아까 상치려고할 때 순간 상매도호가에 / 경영권 분쟁은 단순히[1] / 팩트체크 / 여러분의  의견을 구합니다~^ ^[2],Negative (60%),"오늘, 경영권, 상한가",False
KOSPI,272210,한화시스템,55400,7.70%,49750,7.74%,+13.18%,237,"1시에는 6만원 돌파[1] / 오늘 56000원은[3] / 공매도 공견들이 오늘 발악을 하는구나!!!!!!...[2] / 내려왔던 이유, 올라가는 이유",Positive (66%),"오늘, 상한가, 오늘은",False
KOSDAQ,488900,비츠로넥스텍,11120,0.90%,9200,1.00%,+10.10%,114,학습능력이 없나?ㅋㅋ[3] / 최초 이런 건 매수 / 보호해제 물량 / 대체기업없는 유일무이 첨단기술기업..비츠로넥스...[1],Mixed,"보호예수, 이상, 상승했어요",False
KOSDAQ,260660,알리코제약,4705,3.20%,5050,4.06%,+8.66%,122,4800원만  뚫어라 / 올라갈것처럼 꼬실때 / 알리코 / 와.. 탈출성공.,Positive (63%),"탈모, 오늘, 상한가",False
KOSDAQ,478340,나라스페이스테크놀로지,33500,0.07%,27150,0.09%,+7.37%,368,"39000원사서[1] / 여기서 못 올리고, 하락 계단 하나 더 나오면[2] / VI뚫으면[2] / 종가는 상한가다.[1]",Positive (58%),"오늘, 상한가, 오늘은",False
KOSDAQ,064260,다날,7370,6.97%,6740,7.06%,+6.35%,184,잘봐 오늘 20%이상간다[1] / 부지런히 주서모으셈[2] / [속보]스테이블 코인 법안 / 쫄지마 ㅋ 어제 다날 힘 확인했잖아,Positive (61%),"오늘, 페이코인, 22일",False
