시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,146060,율촌,1575,2.45%,1212,1.79%,+29.95%,104,다른건모르겟고 시총200억은 진짜 매력적이다[1] / 재료(정원오 동문+우크라 재건주+포스코에서 지분...[5] / 우크라이나 재건주/ 정원오 테마주[6] / 오빠들들아[2],Positive (87%),"정원오, 율촌, 이상",False
KOSDAQ,053700,삼보모터스,6420,0.19%,5220,0.00%,+22.99%,150,8천5백 까지 논스톱으로 쏠것임 / 2026 라스베가스 ces 참가 확정 / 이런 회사가 천일고속처럼 가야함...[1] / 세력이미리 계산을 하고[1],Positive (77%),"상한가, ..., 시총",False
KOSDAQ,080220,제주반도체,26350,5.57%,22350,2.51%,+17.90%,561,올라가는 애를 왜 팔아요?ㅋㅋ[3] / 18년넘게 해보니 답나오더라[3] / 1년 11개월만에 수익전환[4] / 이번 상승장은[1],Positive (60%),"오늘, 상한가, 지금",False
KOSDAQ,488900,비츠로넥스텍,19250,1.03%,16930,1.13%,+13.70%,160,투자주의 계산하는 법을 모르네.. / ●나스닥 시간외 스페이스X 관련주 폭등[1] / 나스닥 시간외 급등[1] / ◆우주항공 대장주,Positive (81%),"시간외, 오늘, 오늘은",False
KOSPI,093240,형지엘리트,1698,1.11%,1497,2.72%,+13.43%,448,이재명대통령 다음달 1월4일~7일 중국방문 ...[3] / 텐버거 갈종목이네 / 삼성·SK·현대차·LG 총수 동행…방중 경제사...[1] / 시외상 가는 이유,Positive (58%),"ㅋㅋㅋ, 오늘, 상한가",False
KOSPI,000390,삼화페인트,7760,11.32%,7230,11.11%,+7.33%,217,★★★★★지분싸움★★★★★[3] / 아무튼 / 12/30 장 요약: 경영권 승계 불안/상속...[1] / 김씨 VS 윤씨일가 경영권분쟁 활시울은 당겨졌다[3],Positive (53%),"경영권, 오늘, 윤씨",False
KOSDAQ,486990,노타,46300,1.38%,43250,0.99%,+7.05%,585,다음주 안에 6만원 넘을것같네요[3] / 아 내가 너무 초긍정적으로 보나... 546... / 늬미[1] / 노타[1],Positive (54%),"노타, 오늘, 삼성전자",False
KOSDAQ,003310,대주산업,3400,1.85%,3235,2.21%,+5.10%,149,지금 생방송 Mbc  정원호[2] / 아유 친절들 하셔라 / 3920원이상 투경확정 그아래는 괜춘[1] / 이제,Positive (90%),"정원오, 먹고, 토꼈네",False
KOSDAQ,321370,센서뷰,1300,0.73%,1246,0.86%,+4.33%,106,이건 주가조작이네[2] / 이건 진짜 기분나뻐서 신고함[3] / 밸류 밴드 위치: 센서뷰 / 자본잠식 가능성 매우 높아,Positive (72%),"다시, 이건, 진짜",False
KOSDAQ,030530,원익홀딩스,48700,6.02%,47750,6.18%,+1.99%,422,이용한 회장이 엑시트한게 아닙니다[3] / 뭔 10% 도 아니고 1% 가지고 호들갑들 떠셔[2] / 대주주 매도. 세력은 몰랐을까?[6] / 원익홀딩스 2025년을 기분좋게 마감 했습...,Negative (75%),"대주주, 매도, 원익",False
KOSPI,000660,SK하이닉스,651000,53.80%,640000,53.82%,+1.72%,800,65만 미쳤네[5] / 다음주말 ADR 재공시 있음[1] / 하이닉스[1] / ADR공시 예상[1],Negative (61%),"하이닉스, 오늘, 배당금",False
KOSDAQ,242040,나무기술,1324,1.89%,1317,2.82%,+0.53%,133,"한헤 마지막 폐장일 쌍코피 터지신분?[1] / 수주 회사도, 수주 금액도 하나 안 중요한 게[2] / 일단 금감원에 조가조작 기사 신고 ㄱㄱ[1] / 사명 바뀜[1]",Negative (57%),"진짜, 글로벌, ㅋㅋㅋ",False
KOSPI,005930,삼성전자,119900,52.32%,119500,52.34%,+0.33%,800,"매일매일호재발생![1] / 李대통령 내달 4일 訪中[3] / ■삼성 HBM4, 엔비디아&브로드컴 ...[1] / 15만전자[1]",Positive (51%),"..., 삼전, 삼성",False
KOSPI,034020,두산에너빌리티,75300,22.46%,76500,22.49%,-1.57%,259,[두산에너빌리티는 왜 변동성이 있어도 잘 안...[4] / 미국이 전력부족으로 정전사태 벌어지고 있다는...[4] / 궁금해서 그러는데..[1] / 물량 뺏기지 마세요,Positive (51%),"오늘, 원전, 어제",False
KOSDAQ,049630,재영솔루텍,4510,5.44%,4670,7.38%,-3.43%,128,그냥머리채끌어땅겨버리네!![4] / 마지막 탑승 기회[4] / 대단하다.....재영로보티즈! / 머구리 주 주 입니다[1],Positive (53%),"ㅋㅋㅋ, 어제, 오늘",False
KOSDAQ,490470,세미파이브,26500,0.00%,27650,0.40%,-4.16%,616,오늘부터   3연상으로 가나요[1] / 마지막으로 한번 알려줄께요 안타까워서 그려 / 형들아 힘내자[3] / 노타랑 비교해도,Negative (67%),"1332, ..., 오늘",False
KOSPI,008350,남선알미늄,1282,1.46%,1369,1.93%,-6.36%,166,개미털고  내일상한가 직행[2] / 로봇주로의 변신중(출처 : petty exp...[1] / 거 쫄지 마슈 / 뉴스속보,Negative (61%),"오늘은, 정원오, 남선",False
KOSDAQ,090710,휴림로봇,7450,9.04%,7980,11.07%,-6.64%,388,시외오른다 내일상한가가누[7] / 금일 / [AI 요약] 휴림로봇의 단일판매ㆍ공급계약 체...[2] / 25년은 원익홀딩스 26년엔 휴림로봇의 해[2],Positive (62%),"어제, 오늘, 휴림로봇",False
KOSDAQ,319400,현대무벡스,18790,2.13%,20350,2.99%,-7.67%,342,공시[2] / 무백 샀다가 아내에게 욕 처먹음..[9] / 금일공시 현대무벡스(주) (정정)금전대여결정 ...[2] / 2026년 ces 1월 5일.[2],Negative (55%),"오늘, 이렇게, 현대무벡스",False
KOSDAQ,012210,삼미금속,10630,0.44%,13230,0.44%,-19.65%,521,금요일 장 예측[1] / 유동물량으로보면 시총 300억임~~^^ / 금욜은 시초가 무조건 -10프로임[3] / 정확한 유통주식수 계산[1],Negative (56%),"오늘, 이거, 하한가",False
