시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,000390,삼화페인트,7930,11.29%,5990,11.33%,+30.00%,184,물량 안 나오는거 안 보이나 ㅋㅋㅋㅋ / 부럽[1] / 경영권 다툼 개싸움 시작 됐다,Positive (66%),"경영권, 상한가, 명복을",False
KOSDAQ,223250,드림씨아이에스,7030,51.74%,5820,51.44%,+29.94%,121,오늘 무빙은 / 8/29-12/18일까지 프로그램ㆍ현황 / 저를 믿으세요ㆍ,Positive (80%),"오늘, 이상, 상승했어요",False
KOSDAQ,100790,미래에셋벤처투자,14240,1.98%,10390,2.59%,+29.93%,416,"앞으로가 더좋은데,,,,[2] / 내일은 더 갈겁니다.[2] / 이제 연말까지 쭉 말아올리는데..[2]",Positive (55%),"오늘, 상한가, 어제",False
KOSPI,067830,세이브존I&C,4060,9.06%,3185,9.24%,+29.92%,141,아 4천원에 털렸다[2] / 상따성공했네요....ㅎㅎ / 상잔량 ㅋㅋ,Positive (58%),"..., 이상, 상승했어요",False
KOSDAQ,027360,아주IB투자,3305,0.50%,2700,0.48%,+22.41%,291,중요한건 얼마 투자냐인데.[1] / 스페이스X로 최대 10배 '잭팟' / 스페이스 관려주와서.,Positive (61%),"오늘, 이상, 상승했어요",False
KOSDAQ,478340,나라스페이스테크놀로지,31200,0.09%,27149,,+14.92%,537,이제 연말까지 쭉 말아올리는데..[2] / 시외피디기중 ? / 시외에서 싸게 팔거면 시간외종가에서 팔...,Mixed,"어제, 오늘, 상한가",False
KOSPI,128820,대성산업,11810,1.51%,8030,1.55%,+13.23%,800,딱지 풀리면 날아갑니다~~~~~~~~~~~~~[2] / 이런건 / 내일부터 제일 예쁜그림은[1],Positive (56%),"하한가, 오늘, ...",True
KOSDAQ,319400,현대무벡스,13600,0.96%,11900,1.02%,+9.85%,635,한미반도체와같다 / 왕회장님 그립습니다.. / 자전거래가 심하네요,Negative (55%),"오늘, 오늘은, 진짜",False
KOSPI,006800,미래에셋증권,22100,10.65%,21400,10.90%,+8.07%,154,진짜 왜 오른거예요?[3] / 미래에셋벤쳐56%지분=미래에셋증권 / 미래에셋증권 관-련 간절한 사람만,Positive (54%),"오늘, 어제, 미래에셋",False
KOSPI,001520,동양,878,1.68%,820,1.65%,+7.60%,222,증권사에는 꼭 필요한 동양 / ㆍ시외 / 내일은 950원 이상 안착[1],Positive (55%),"동양, 오늘, 이상",False
KOSPI,452260,한화갤러리아,1543,1.51%,1110,1.39%,+6.93%,547,오늘 거래량  2억주. 동전주 텐버거 종목인... / 종가에 들어왔습니다 / 시외는 분위기상 좋긴하네,Positive (56%),"오늘, 이거, 상한가",False
KOSDAQ,950220,네오이뮨텍,706,2.44%,665,2.67%,+5.85%,161,내 일 정보 ◀ 무시하면 후회합니다[2] / 아무리 빨라도 29일 지나야 반등 / 한마디만 한다,Positive (53%),"상한가, 오늘, 이상",False
KOSDAQ,038460,바이오스마트,3850,1.86%,3720,3.27%,+4.34%,126,쭉~~ 나옵니다 나와[2] / 시간외  상한가  가려고한다 꽉들잡아라 / 시외 상 므흣,Positive (64%),"정원오, 내일, 오늘",False
KOSDAQ,064260,다날,6930,7.06%,6550,7.22%,+2.82%,299,아이구야 / 하두 많이 봐서 겁도 안남 / 아침에 댓글 달았는데 어김없이 딱 맞아...,Positive (60%),"다날, 써클, 스테이블코인",False
KOSDAQ,466100,클로봇,63700,6.95%,63800,7.46%,+1.76%,533,"글로벌 1등 투자은행 JP모건 502,857주...[5] / 시외에 3퍼 이상[1] / 오늘은 외인들이 털린겨?",Negative (52%),"오늘, 클로봇, ...",False
KOSDAQ,082850,우리바이오,2280,2.46%,2115,2.60%,+1.56%,145,ㅋㅋㅋ...피뢰침이다.. / 찬티들 설치면.. 장대음봉은 과학...[1] / 내일 상한가 다음주는 3000원 넘어,Positive (66%),"트럼프, 오늘, 마리화나",False
KOSPI,000660,SK하이닉스,552000,53.34%,530000,53.32%,+0.18%,800,19일 오전 11시 주목 할 것 / 내일은 더 갈겁니다. / 그래도 잘버티네,Negative (52%),"마이크론, 오늘, 하이닉스",False
KOSPI,005930,삼성전자,107600,52.12%,102800,52.07%,-0.28%,800,엔캐리 청산 걱정 크게 안해도 됩니다 ..[1] / 윤 어게인! 반드시 돌아올것을 믿습니다! / 코스피5000간다며,Negative (53%),"마이크론, 오늘, 삼전",False
KOSDAQ,293580,나우IB,1436,1.00%,1371,2.01%,-0.97%,121,솔롱고스 주식 진짜 무섭다 / 개딸 커뮤니티에 / 롤리롤리롤리,Positive (71%),"정원오, 진짜, 오늘",False
KOSPI,034020,두산에너빌리티,74500,22.41%,77300,22.49%,-1.32%,367,ㅎㅎㅎ  참나[1] / 고점 찍었고 / 투경과 AI 부정이 힘을 합쳐....,Negative (54%),"투경, 오늘, 내일",False
