시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,0099X0,IBKS제25호스팩,3745,,2000,,+87.25%,213,방금  IBK스팩으로 1300만원  따먹었습...[3] / 삼성스팩주 아니면 개잡주임[1] / 2천원 이상 매수금지 / 잘 버티긴 하네[1],Positive (73%),"이상, 종가, 그냥",False
KOSDAQ,417010,나노팀,8150,0.56%,6130,0.83%,+29.98%,96,"긴급속보1보) 미""대통령 트럼프!! 우주산업 ...[4] / 쩜상 경험부탁드립니다.[1] / 월요일 1만원 돌파 하냐[2] / 어제 털린호구잇누?[1]",Positive (88%),"어제, 상한가, 나노팀",False
KOSDAQ,100790,미래에셋벤처투자,17570,1.19%,10960,1.98%,+23.38%,551,월요일 투경 아닌 이유[2] / 이건 단순히 스페이스때문에 가는게 아닌데...[2] / 한국경제TV에서 총금액중 미래증권이 90%투자[3] / 내가 수익율43%인데도 안파는 이유[1],Positive (53%),"오늘, 상한가, ㅋㅋ",False
KOSDAQ,260660,알리코제약,4940,3.20%,5050,4.06%,+14.09%,78,4800원만  뚫어라 / 올라갈것처럼 꼬실때 / 트럼프 미 생물보안법 서명... 알리...[1] / 알리코,Positive (66%),"상한가, 이상, 상승했어요",False
KOSDAQ,250060,모비스,3305,5.68%,2985,5.63%,+13.77%,61,"트럼프 미디어, 핵융합 기업 TAE와 합병뉴스는 / 잡주물리면  약도없다[2] / 상한가 한번 치면 코오롱모빌리티처럼 점상으로 며칠 ... / 형이뭐라고햇냐[5]",Positive (77%),"핵융합, 기업, TAE와",False
KOSPI,000390,삼화페인트,9010,11.22%,6100,11.29%,+13.62%,288,아까 상치려고할 때 순간 상매도호가에 / 경영권 분쟁은 단순히[1] / 팩트체크 / 여러분의  의견을 구합니다~^ ^[2],Negative (52%),"오늘, 경영권, 상한가",False
KOSDAQ,478340,나라스페이스테크놀로지,35450,0.07%,27150,0.09%,+13.62%,290,39000원사서[1] / VI뚫으면[2] / 종가는 상한가다.[1] / 쥐포 절대 상 안 만다,Positive (68%),"상한가, 오늘, 오늘은",False
KOSDAQ,225190,LK삼양,1371,1.28%,1202,1.19%,+12.84%,65,"1438..[1] / 오늘은 털기인가? 다음주에 기대되네 / 내릴때 사라[1] / [특징주] LK삼양 급등, “스페이스X 팰콘9 ...",Positive (81%),"이상, 상승했어요, 오늘은",False
KOSDAQ,067290,JW신약,2165,2.22%,2155,1.97%,+11.71%,117,"결국 반반 치킨게임 아님?[3] / 오늘은 올라야 정상아니야?[4] / JW신약 , 흔들린척하다가 결국에는 터졌습니다... / 거래량이 적어보이지만[1]",Positive (62%),"이상, 탈모, 상승했어요",False
KOSDAQ,027360,아주IB투자,3605,0.32%,2700,0.50%,+9.08%,339,미래애셋벤쳐와 아주IB투자의 관계는[2] / 뉴스에 나왔네요 20조 추정 ib투자[4] / 초대박 / 대한민국역사상 최고의 수익율 두번다시.안나온다[4],Positive (63%),"ㅇㅇ, ㅋㅋ, ㅋㅋㅋ",False
