시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,000390,삼화페인트,7930,11.29%,5990,11.33%,+30.00%,144,주가가 오르지 않으면 경영권 방어가 어렵습니다 / 내가 쓴글보세요 주식에서 가장큰호재는? / 빠른시간내 상속마무리 주가폭등 이방법 밖에 김회장측...,Positive (72%),"경영권, 상한가, 이상",False
KOSDAQ,100790,미래에셋벤처투자,14240,1.98%,10390,2.59%,+29.93%,343,스페이스X가 발사하는위성에 현재 개발중인 심우주... / 어제 만주사서 절반 털었ㅅ습니다 / 190조원 가치일때 4천억투자,Positive (56%),"오늘, 상한가, 어제",False
KOSDAQ,027360,아주IB투자,3330,0.50%,2700,0.48%,+23.33%,143,스페이스x 지분이[1] / 저점에서 누가 팔아요ㅎㅎㅎㅎㅎㅎㅎ더간다고 말씀드...[2] / 오늘 상말면 낼 점상이다.,Positive (73%),"스페이스x, 이상, 상승했어요",False
KOSDAQ,478340,나라스페이스테크놀로지,32900,0.09%,27149,,+21.18%,268,어제처럼 계단식 하락 / 난 밥먹으러간다 / 무슨생각으로 투자하는건지,Negative (51%),"어제, 오늘, 상한가",False
KOSPI,001520,동양,981,1.68%,820,1.65%,+20.22%,107,"드디어 건설이 움직이네 / 2억 / ""대한민국 최고의 기업을 만든 회장"" 이건희의...",Positive (71%),"동양우, 동양, 이상",False
KOSPI,452260,한화갤러리아,1724,1.51%,1110,1.39%,+19.47%,317,✅ 한화갤러리아  ◀ (오 늘) //급[1] / 팔까 / 우상향 중입니다. 지켜보시죠.,Positive (64%),"상한가, 오늘, ㅋㅋㅋ",False
KOSPI,006800,미래에셋증권,21950,10.65%,21400,10.90%,+7.33%,97,어김없이 하락 ㅋㅋ / 탈주 / 뭣?,Positive (56%),"스페이스X, 오늘, 미래에셋",False
KOSDAQ,950220,네오이뮨텍,715,2.44%,665,2.67%,+7.20%,118,설거지 끝물이네요 / 역시 죽쭉 빠지쥬 / 페이백에 진심인 4기 집단의 4기 기술들,Positive (52%),"상한가, 4기, 오늘",False
KOSDAQ,082850,우리바이오,2380,2.46%,2115,2.60%,+6.01%,127,언제 모나미 네임펜으로 / 금감원 점심시간이다 / 우리나라는,Positive (68%),"트럼프, 오늘, 마리화나",False
KOSDAQ,319400,현대무벡스,13090,0.96%,11900,1.02%,+5.74%,364,"현대무벡스, 발표됐는데 참고하세요.[1] / 왕개미인가? 누가 프매물량 받히고 있다. / 시장이 혼란스러울수록 단순해야 합니다",Negative (62%),"오늘, 오늘은, 진짜",False
