시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,261520,이지스,20500,0.06%,14999,,+36.67%,400,낼 상장하는 바이오로 갈아타라 / 액면가100 / 한일전 미국 참여한다네요 기사뜸,Negative (52%),"내일, 이지스, 오늘",False
KOSDAQ,389680,유디엠텍,611,2.07%,470,2.13%,+30.00%,43,현재 4분기  현금성자산![1] / 시외봐라[4] / 대표님 직강 기계어처리기술...,Positive (75%),"이상, 상승했어요, 상한가",False
KOSPI,128820,대성산업,7720,0.83%,5940,1.01%,+29.97%,400,"대성산업, 10 년래 장기 신고가 갱신의 의미... / 대성산업 빼려고하신다면 확인하세요^^ / ",Positive (67%),"대성산업, 상한가, 내일",True
KOSDAQ,038500,삼표시멘트,4145,1.38%,3190,2.03%,+29.94%,277,난 서울시장 테마인줄알고 / 삼표 부럽다 / 이거 몇방이에요[1],Positive (63%),"정원오, 성수동, 삼표",False
KOSPI,249420,일동제약,40500,7.18%,32500,6.94%,+24.62%,400,일동제약 빼려고하신다면 확인하세요^^ / ㅋㅋㅋㅋㅋ[1] / 공매견 세마리 아직도 상환 안 하고 있네😂?...,Positive (58%),"오늘, 일동제약, 상한가",True
KOSDAQ,424870,이뮨온시아,14150,3.96%,11580,1.96%,+22.19%,367,주가를 예측한다는 것은 ..[4] / 2만원이 멀지 않았다.마지막. / 오늘도진짜ㅜㅜㅜ,Positive (69%),"오늘, 투경, 이제",False
KOSDAQ,006730,서부T&D,14070,16.10%,11610,16.62%,+21.19%,344,다 떠나서 거래대금이 좋네 / 상에 안팔았다 / 지금,Negative (58%),"오늘, 내일, 상한가",False
KOSPI,009070,KCTC,6470,4.02%,5400,4.35%,+19.81%,172,내일[1] / 낼갭하락 나와서 조정[1] / 13일 음봉 후 5757 터치하면,Positive (68%),"이상, 양재동, 이미",False
KOSPI,000230,일동홀딩스,15800,1.95%,13490,2.12%,+17.12%,123,내일 쫄지들 말고 눌러주면 줏어라.[1] / 일동제약 투자주의 걸리면 홀딩스가 날라간다 / 아이디언스 소식 빨리 나와라[1],Positive (80%),"이상, ..., 상승했어요",False
KOSDAQ,365590,하이딥,542,4.99%,466,4.91%,+16.31%,29,얜 감자가 진짜 아쉽네 ㅋㅋㅋㅋㅋㅋ[1] / 정원오 대장주로 등극되면 5천원도 가능할 듯 ...[1] / 하이딥 상한번 하자[1],Positive (100%),"정원오, 이상, 상승했어요",False
