시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,000390,삼화페인트,7930,11.29%,5990,11.33%,+30.00%,144,주가가 오르지 않으면 경영권 방어가 어렵습니다 / 내가 쓴글보세요 주식에서 가장큰호재는? / 빠른시간내 상속마무리 주가폭등 이방법 밖에 김회장측...,Positive (72%),"경영권, 상한가, 이상",False
KOSDAQ,100790,미래에셋벤처투자,14240,1.98%,10390,2.59%,+29.93%,341,어제 만주사서 절반 털었ㅅ습니다 / 연기금은 왜 이 종목을 쓸어담고 있을까? / 상한가 절반매도,Positive (56%),"오늘, 상한가, 어제",False
KOSDAQ,027360,아주IB투자,3325,0.50%,2700,0.48%,+23.15%,140,오후 어떻게들 보나요?[1] / 말아올려라쫌 / 한꺼번에,Positive (72%),"이상, 상승했어요, 스페이스x",False
KOSDAQ,478340,나라스페이스테크놀로지,33200,0.09%,27150,,+22.28%,264,그래 그래[1] / 미수 내질러서 / 우주관련주 다급락중...[1],Mixed,"어제, 오늘, 상한가",False
KOSPI,001520,동양,997,1.68%,820,1.65%,+22.18%,99,눌림 자리 기다리고 있다. / 어렵지 싶다.. ㅅㄱ요 / 얘가 동양챔피온 인가요?,Positive (71%),"동양우, 동양, 이상",False
KOSPI,452260,한화갤러리아,1706,1.51%,1110,1.39%,+18.23%,316,다들 미리 알고 들어가는건가요?[1] / ✅ 한화갤러리아  ◀ (오 늘) //급[1] / 팔까,Positive (64%),"상한가, 오늘, 이거",False
KOSDAQ,950220,네오이뮨텍,714,2.44%,665,2.67%,+7.05%,116,설거지 끝물이네요 / 어종상 갔으믄 / 자본 잠식 종목이네 이거 위험하다 진짜..,Positive (52%),"상한가, 오늘, 이상",False
KOSPI,006800,미래에셋증권,21800,10.65%,21400,10.90%,+6.60%,94,어김없이 하락 ㅋㅋ / 오라이 바꾸 / 이거올리려고~[1],Positive (56%),"스페이스X, 오늘, 미래에셋",False
KOSDAQ,064260,다날,7120,7.06%,6550,7.22%,+5.64%,218,"본전에 팔걸~ / ㅋㅋ  학습시켜줘도 ㅉㅏ아앙 돌들 많네 / 다날, 발표됐는데 참고하세요.[1]",Positive (63%),"다날, 스테이블코인, 써클",False
KOSDAQ,082850,우리바이오,2370,2.46%,2115,2.60%,+5.57%,128,언제 모나미 네임펜으로 / 금감원 점심시간이다 / 우리나라는,Positive (64%),"트럼프, 오늘, 마리화나",False
