시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,0013V0,삼진식품,21000,,7599,,+176.32%,459,장외에서[5] / 오뎅회사 무시하지마라!![1] / 끔이 현실로?[2] / 영업이익 72억 오뎅집이[1],Negative (60%),"오뎅, ..., 어묵",False
KOSDAQ,0099W0,미래에셋비전스팩11호,3820,,1999,,+91.00%,193,5천원 넘길줄알고 존버하다가[2] / 4천원[1] / 한방에 쏘려고 / 47층인데,Positive (70%),"2천원, 이상, 상승했어요",False
KOSDAQ,100790,미래에셋벤처투자,22200,1.47%,14240,1.19%,+29.98%,438,아 그냥 모르면 사지마라 ㅋㅋㅋㅋㅋㅋ[2] / 4천억 투자한 미래에셋의  전략이..[2] / 내가 얘기했잖아..나 신용 몰빵충이라고[2] / 넥스트장  9%에 다 팔었다..[2],Positive (59%),"오늘, ..., 스페이스",False
KOSDAQ,478340,나라스페이스테크놀로지,42850,0.63%,31200,0.07%,+19.03%,148,안티덜[1] / 3연상시작점 / 나라 이제 시작입니다. / 미래에셋 벌써10프로,Positive (69%),"이제, 오늘도, 진짜",False
KOSDAQ,319400,현대무벡스,15970,1.00%,13600,1.51%,+17.43%,430,오늘 상가면 내일은? 기본 20퍼 출발 / 단타들은 봐라[1] / 15740원에 3만주 매수. 오늘 상한가 간다...[3] / 오늘 물량  뺏긴 분들 많다. 상한가 시작이다...[1],Positive (62%),"오늘, ..., 상한가",False
KOSDAQ,488900,비츠로넥스텍,12970,1.12%,10100,0.90%,+16.85%,82,미래에셋벤처투자가 상한가로 말아 버렸네요!!![1] / 야야 나간다나가 아오 드럽다드러워 / 또또 / 망할잡주[2],Positive (80%),"간다, 이상, 상승했어요",False
KOSDAQ,264850,이랜시스,7300,3.73%,5810,2.96%,+15.87%,138,"삼성전자 로봇의 숨은 축…이랜시스, 이제 실적이... / 10프로이상 장대양봉은..거래량 실린.. / 상한가 10초컷 / 1년 박스권을 뚫어냄",Positive (83%),"이상, 이제, 삼성",False
KOSDAQ,203400,에이비온,2975,1.97%,2860,2.19%,+9.78%,86,시총 5조원이 적정 / 계약금공시[1] / 알테오젠 에이비엘 리가켐 / 클라우딘180일 검증 후 최종계약 예정[1],Positive (56%),"이상, 상승했어요, 오늘",False
KOSPI,042700,한미반도체,126500,6.12%,116400,6.20%,+8.68%,224,공매 식은 땀 날듯[3] / 스페이스 X 에 EMI 장비 납품[1] / 내년 / 7300억 공매도 친 세력들 이제 던질 현물이...,Positive (53%),"오늘, 공매도, 공매",False
KOSDAQ,038500,삼표시멘트,4850,1.71%,4815,1.53%,+8.50%,144,확정공사중 / 삼표에 이만한 호재는 다시오지 않는다[1] / 오늘은 이쯤에서 끝.[4] / 속보,Positive (61%),"성수동, 올라가라, 개미들",False
