시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,261520,이지스,20500,0.06%,14999,,+36.67%,400,"기관, 소수 계좌 놀이터인데 / 내일 시가 19500. 고가 20000. 저... / 기사를 조따구로 쓰냐",Negative (52%),"내일, 이지스, 오늘",False
KOSDAQ,389680,유디엠텍,611,2.07%,470,2.13%,+30.00%,46,시외봐라[3] / 억지 상한가 시외 68만주 매도[2] / 지나미 행님 믿슙니다~~[2],Positive (75%),"이상, 상승했어요, 상한가",False
KOSPI,128820,대성산업,7720,0.83%,5940,1.01%,+29.97%,400,오늘 기관 외국인 몽땅 판 대성산업 3분기까지...[3] / 쩜상10방세계최초현대.기아차공동개발성공[1] / 내일도 상한가,Positive (68%),"대성산업, 상한가, 내일",False
KOSDAQ,038500,삼표시멘트,4145,1.38%,3190,2.03%,+29.94%,299,팩트? 니들이 뭘알아??!! / 제일 가벼운 종목 정원오 총대장주! / 네이버에 삼표시멘트 무상증자 치니 바...[1],Positive (62%),"정원오, 성수동, 삼표",False
KOSPI,249420,일동제약,40500,7.18%,32500,6.94%,+24.62%,400,이제 고만 먹을란다 일동[2] / 갔지?[1] / 오늘은 안티들이 전혀  안보이네.,Positive (58%),"오늘, 일동제약, 상한가",False
KOSDAQ,424870,이뮨온시아,14150,3.96%,11580,1.96%,+22.19%,372,"## 올 11월26일 ,27일 시장장과 같다 / 투경임빅. 임박이라...주가 9990 / 요곤 9990",Positive (69%),"오늘, 투경, 이제",False
KOSDAQ,006730,서부T&D,14070,16.10%,11610,16.62%,+21.19%,356,미장 / 미국장 맛이 가네 / 낼장초에 한번 보겠슴다,Negative (58%),"오늘, 내일, 이거",False
KOSPI,009070,KCTC,6470,4.02%,5400,4.35%,+19.81%,179,목표가[1] / 아까아침에도[1] / 재료가 좋은데  왜 상한가  못갔나[2],Positive (68%),"오늘, 이상, 양재동",False
KOSPI,000230,일동홀딩스,15800,1.95%,13490,2.12%,+17.12%,124,내일 쫄지들 말고 눌러주면 줏어라.[2] / 내가 정신이 나갔지[5] / 아이디언스 소식 빨리 나와라[2],Positive (80%),"이상, 상승했어요, 일동제약",False
KOSDAQ,365590,하이딥,542,4.99%,466,4.91%,+16.31%,29,얜 감자가 진짜 아쉽네 ㅋㅋㅋㅋㅋㅋ[1] / 정원오 대장주로 등극되면 5천원도 가능할 듯 ...[1] / 하이딥 상한번 하자[1],Positive (100%),"정원오, 이상, 상승했어요",False
KOSDAQ,105550,엣지파운드리,1873,2.50%,1621,2.94%,+15.55%,43,S 소장네  회원들 뚜껑 열리겠네..ㅎㅎㅎ[3] / 공시담당자 없어?? / 블록딜이란다 ㅋㅋㅋ[4],Positive (80%),"이상, 상승했어요, 150만주",False
KOSPI,013360,일성건설,2590,65.19%,2245,64.68%,+15.37%,71,[AI 요약] 일성건설의 매매거래정지 예고가 ...[1] / 얼마나 올랐다고 정지예고까지[1] / 대한민국은[1],Positive (75%),"이상, 상승했어요, 올랐다고",False
KOSDAQ,044180,KD,670,1.11%,590,2.26%,+13.56%,46,KD 참고하세요[1] / [AI 요약] KD(주)가 투자주의종목으로...[1] / 애가뤼 쯔어어억,Positive (71%),"상한가, 상간다, 이상",False
KOSDAQ,298830,슈어소프트테크,7040,1.53%,6200,1.01%,+13.55%,198,우리시장 장중 미국선물흐름 / 단기 과열  이고  뭐고 ? / 여기 주포들이 보통이 아니여 ㅋㅋ[1],Positive (60%),"오늘, ...[1], ...",False
KOSDAQ,049630,재영솔루텍,3265,8.21%,2885,7.45%,+13.17%,139,전환사채 팔아먹을려고 올리는거냐?[6] / 부럽다 1200원에 3년물려잇다가1100원에 5...[3] / 야이씨 4천만원 날렸다[2],Positive (61%),"목표가, 지금, 대아티아이",False
KOSPI,105840,우진,20250,14.71%,18240,12.64%,+11.02%,70,장대양봉 다음날 꼭 꼬라박는우리 우진해장국[1] / 여긴 세력형들이 천사네 / 낼은 크게가보자,Positive (66%),"원전주, 이렇게, 아직",False
KOSPI,004060,SG세계물산,365,2.09%,329,1.81%,+10.94%,67,내일 어떻게 될까?[1] / 개미탕이네 / 1차매수 소액한 평단340 3만주 형이다[1],Positive (71%),"..., 상., 부동산",False
KOSPI,011090,에넥스,610,1.78%,551,1.76%,+10.71%,23,여기  주포는 / 안티 대모집[1] / 아재  큰형님,Positive (87%),"이상, 상승했어요, 시총",False
KOSPI,001360,삼성제약,1920,2.59%,1755,2.35%,+9.40%,135,게온아재다 / 게온 갓이다 / 낼아침시초가는2080이상,Negative (57%),"삼성제약, 오늘, 이제",False
KOSDAQ,010170,대한광통신,2360,,2169,,+8.76%,56,지금매수[2] / 사팔사팔~[1] / 실적발표[1],Positive (66%),"무조건, 기관, 투경",False
KOSDAQ,056080,유진로봇,14840,16.05%,13660,15.14%,+8.64%,224,종가에 따라 들어갔는데[3] / 내일 마이너스 10퍼 시작이네[2] / 미선물 급반등중. 판넘들 똥된듯..[1],Negative (60%),"ㅇㅇ, 내일, 시외",False
KOSDAQ,136480,하림,3110,4.34%,2970,4.61%,+4.71%,154,"고병원성AI + 공매금지[3] / 아림  개미피 빨대 꽂은 종목, 12일하루간 ...[1] / 천안 주변지역",Negative (57%),"하림지주, 상한가, 하림",False
KOSDAQ,195990,에이비프로바이오,302,5.08%,289,4.94%,+4.50%,10,동생들아[4] / 들어가면 큰일나죠 이거는[2] / 점심후 커피타임 ㅡ 앗 간만에 올랐네,Positive (100%),"이상, 상승했어요, 🎉[1]",False
KOSPI,004140,동방,2760,5.28%,2645,5.70%,+4.35%,27,동방은 땅없어서 거품입니다[2] / 홈페이지를 가보니 / 땅없는 물류회사는 껍데기야,Positive (100%),"동방도, 땅없는, 물류회사는",False
KOSPI,092200,디아이씨,11310,2.64%,10900,2.49%,+3.76%,139,"전체시장은 오늘밤 뉴욕증시에 달려있다. 그리...[2] / 풉[1] / ◆ 현대차  로보택시개발,  감속기 공급할듯...",Positive (55%),"오늘, 디아이씨, 로봇",False
KOSPI,093240,형지엘리트,1412,4.96%,1363,4.76%,+3.60%,16,진짜 주포야 뭐다냐? / 애들아 / 천일 고속 처럼 연상가자 그만 처 눌리고 ㅋㅋ,Positive (100%),"이상, 상승했어요, 유증",False
KOSPI,005880,대한해운,1903,9.74%,1843,9.65%,+3.26%,38,말로는 상반기라 했는데..[1] / 대한해운 / 독구,Positive (60%),"대한해운, 다시, 주주연대",False
KOSPI,004310,현대약품,6280,1.27%,6110,1.28%,+2.78%,139,탈모치료대장주  일동제약  24프로나 상승했군... / 제가 물려있습니다. / 보아하니 대박[1],Positive (78%),"이상, 현대약품, ㅋㅋ",False
KOSDAQ,032820,우리기술,3965,4.91%,3895,6.06%,+1.80%,58,■공매도[2] / 기관 매수. 후덜덜 좋구로[1] / 이놈은 글렀다[1],Negative (66%),"공매도, 오늘, ...",False
KOSPI,012610,경인양행,3725,3.09%,3665,3.04%,+1.64%,38,내일 무조건 크게가겠네요.~^^굿!!! / 날로먹을라는게 보이네 / 개미들 지분이 워낙 많으요,Positive (83%),"내일, 언제적, 세력",False
KOSDAQ,098460,고영,27250,19.25%,26950,19.71%,+1.11%,260,"국민성장펀드, HBM4·10나노급 D램 생... / 美신규 실업수당 청구 4.4만건 급증…팬데... / 독수리아저씨 형",Negative (63%),"고영, 오늘, 내일",False
KOSPI,034020,두산에너빌리티,77300,22.66%,76800,22.64%,+0.65%,220,AI들이 다 산 에너빌리티 / SK하이닉스도 투경 / 어제 난 배민라이더로써 새로운 전설을 만들었...,Mixed,"ㅋㅋ, 오늘, 두빌",False
KOSPI,001520,동양,836,1.63%,834,1.48%,+0.24%,29,당분간 가두리~~[2] / 동양고속 / 건설주 아닌가,Positive (66%),"동양고속, 오후, 1000원에물려있다",False
KOSPI,005930,삼성전자,107300,52.25%,108000,52.21%,-0.65%,400,★★★마이크론이....충격이네...낼 삼성전자 / 오늘종가에. / 한국 금요일장,Negative (63%),"내일, 삼성전자, 삼전",False
KOSDAQ,0105P0,유진스팩12호,1985,0.00%,2000,,-0.75%,400,아까 3200원때 여기 들어간다고 다른 종...[1] / 딱 2천원[1] / 낼 누르면 매수 타임,Mixed,"유진, 스팩주, 오늘",False
KOSPI,015760,한국전력,48800,22.82%,49800,22.74%,-2.01%,127,어제 오늘 흐름 바라보는 눈 / 외국인 소진률 올해기준 최고로군 / 정치총재 수사가 필요하네,Mixed,"한전, 오늘, 전기요금",False
KOSDAQ,419080,엔젯,6800,0.23%,7040,0.00%,-3.41%,95,cb 발행까지... 내일 하안가...[2] / 삼성 유리기판 JWMT  MOU R&D 검사장비...[3] / 돈 잘 땡겼네[1],Positive (64%),"유리기판, 개잡주, 삼성",False
KOSDAQ,066430,아이로보틱스,1453,3.47%,1556,3.91%,-6.62%,14,속임수 음봉[3] / 방법과 기회 / 아이로보틱스 드디어ㅜㅜ,Positive (66%),"5%, 이상, 비닐이나",False
KOSPI,007460,에이프로젠,821,8.12%,910,8.84%,-9.78%,150,생물보안법![1] / 작전종목[1] / 평단 32100[1],Mixed,"어제, 오늘, 이상",False
KOSDAQ,950250,테라뷰,14480,0.00%,17030,0.00%,-14.97%,400,8000대와야  매수할 듯  pbr344배 노타... / 미장 반도체 아작나네 / 원래 안티들은 말이 많아 ㅋ ㅋ,Negative (61%),"시외, 내일, 시총",False
