시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,000050,경방,11010,1.20%,7370,1.34%,+29.99%,178,새력들 nxt에서도  흔드네[1] / 월욜부터 쩜상~ / 죽는다..월요일 갭하락,Mixed,"상한가, 물량, 경방",False
KOSPI,001430,세아베스틸지주,44750,7.45%,34950,7.38%,+29.90%,71,투경쳐맞으면 / 다시 상한가 말아올리겠지만... 세력이 악질... / 많이드세요,Positive (60%),"미국, 이상, 상승했어요",False
KOSDAQ,038500,삼표시멘트,5380,1.63%,3190,2.03%,+29.79%,400,개발가치 자산가치로만 목표가설정  50 만... / 아 들고있을걸 괜히팔았네 후회가 막심하네 ... / 편안하게 계시면 됩니다,Positive (60%),"정원오, 오늘, 성수동",False
KOSDAQ,466100,클로봇,65200,4.99%,51900,8.01%,+26.85%,400,역시 조정중에 들어오길 잘한듯..ㅋㅋ / 어쨌든 금욜이라 기분은 좋네 / 보스턴다이내믹스(BD) 나스닥 상장 현황 분석...,Positive (62%),"클로봇, 오늘, 상한가",False
KOSDAQ,322510,제이엘케이,5980,2.82%,4330,4.29%,+26.69%,56,"--현재,+10% 상한가 =시간외 쩜 상한가-...[1] / 잔량이 이게 뭐냐? 딸랑[1] / 씨어스테크놀로지 처럼 가보자",Positive (87%),"이상, 상승했어요, 상한가",False
KOSDAQ,228670,레이,7390,5.63%,5790,5.96%,+25.25%,29,"역시 레이! / 6만주 못뚤컷냐 / 레이, 세계 1위 헬스케어유통사와 맞손...""...",Positive (100%),"이상, 상승했어요, 레이",False
KOSDAQ,060370,LS마린솔루션,36500,2.61%,30000,3.31%,+24.15%,106,오늘 이 자슥이 종베로 맛있어보인닼ㅋㅋㅋㅋㅋㅋㅋ...[1] / 오늘 개인 엄청 나갔네요….. / 개미들 안녕 !!!!,Negative (56%),"이상, 상한가, 진짜",False
KOSDAQ,041920,메디아나,9620,1.42%,7880,1.52%,+23.33%,29,"--초대박!!----4시20분 쩜 상한가( 증...[1] / 외인, 기관 뭐지??  갑자기?? / 매동",Positive (90%),"이상, 상승했어요, 메디아나",False
KOSDAQ,083650,비에이치아이,64200,14.16%,51800,15.38%,+21.82%,194,ㅁㅊ 2500억짜리네 / 아니 이거 수급만 보면 / ㅎㅎㅎ,Positive (73%),"이상, 상승했어요, 개미",False
KOSDAQ,048770,TPC,2795,2.62%,2280,2.53%,+21.26%,11,로봇관련주들. 대폭등한거 보라[3] / 2900원에 물린  분 계삼?[4] / 2830에 매수 😢[4],Positive (83%),"이상, 상승했어요, 가보자",False
