시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,0098T0,교보19호스팩,4090,,2000,,+104.50%,151,합병입니까!?[1] / 어지럽다 방향정해서[1] / 코인급이네,Mixed,"역시, 이상, 상승했어요",False
KOSDAQ,464490,쿼드메디슨,20750,,15000,,+38.33%,400,개미들낚여줍시다 주포 운전 저렇게 잘하는데 / 다시 사볼까? / 1,Negative (64%),"오늘, 이지스, ㅋㅋㅋ",False
KOSDAQ,038500,삼표시멘트,5380,1.63%,3190,2.03%,+29.79%,400,천일고속이 당긴 불씨............. / 아 내손가락 / 순간개미지옥추가ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[1],Positive (58%),"정원오, 삼표, ...",False
KOSDAQ,466100,클로봇,64600,4.99%,51900,8.01%,+25.68%,400,"흔들리지 마시고,,, 꽉 잡으세요.[2] / 현대가 인수하면 12월말 주가! / 무주공산 대표주자",Positive (71%),"클로봇, 오늘, 상한가",False
KOSDAQ,347700,스피어,11770,2.12%,8100,1.48%,+24.16%,84,영우문 차트좀 도와줘요 ㅠㅠㅠㅠㅠㅠㅠㅠ[2] / 횡보가기네~[1] / 벌써 팔면 배아플텐데..[2],Positive (76%),"본계약, 이상, 상승했어요",False
KOSDAQ,322510,제이엘케이,5750,2.82%,4330,4.29%,+21.82%,26,내일상 / 다들조심[1] / 드디어 사이클 돌아오는거니??,Positive (100%),"이상, 상승했어요, 진짜",False
KOSDAQ,041920,메디아나,9410,1.42%,7880,1.52%,+20.64%,17,메디아나 이틀 연속 불기둥 ㄷㄷ 지금 타도 됨?... / 메디아나 상승요인[2] / 와우 투자하신분들 축하드려요~,Positive (85%),"이상, 상승했어요, 메디아나",False
KOSDAQ,0009K0,에임드바이오,56300,0.99%,46600,0.85%,+20.56%,269,시가총액의 착시[1] / 높게 갈려면 아래서 잡은 개미든 털어야함[2] / 기법 신나서 계속파네,Positive (67%),"오늘, 이상, 이제",False
KOSDAQ,101000,KS인더스트리,859,1.33%,717,1.30%,+19.64%,21,이번 이엘엠시스템 공시 관련 / ■경영권매각 하라! / 오늘도 덕분에..ㅎㅎ,Positive (100%),"이상, 상승했어요, 경영권",False
KOSDAQ,290690,소룩스,5550,1.36%,4620,1.26%,+18.84%,228,합병정정 하고나면 금감원에서 / ■원래 fda3상은 10배 간다 ==10배까지 ... / 그리 내가 회사옆에살고 얘기해도 눈뜨고 당하는구나,Positive (59%),"상한가, 합병, 10배",False
KOSDAQ,083650,비에이치아이,61700,14.16%,51800,15.38%,+17.08%,93,장전부터나온다고하더니..[2] / 이제 실시간1위 오르면 25%까지는 고속도로다 / 슈팅~ 슈팅슈팅슈팅~,Positive (73%),"이상, 상승했어요, 이제",False
KOSPI,0126Z0,삼성에피스홀딩스,666000,5.32%,565000,5.39%,+17.05%,400,신고가 돌파 하길레 100주 담아지요 / 안팔아야 / JP모건 추종족들이 대거출몰,Positive (58%),"오늘, 진짜, 이제",False
KOSDAQ,060370,LS마린솔루션,33800,2.61%,30000,3.31%,+14.97%,54,와 힘이 남아도네요.[1] / 티엑스알로보틱스로 넘어와라 / 막히네,Positive (70%),"이상, 집산다, 신용미수전재산몰빵",False
KOSDAQ,389030,지니너스,3220,4.01%,2475,3.24%,+14.59%,21,삼성과 계약한 지니너스 / 필독하고 갑시다 / 20% 이상 상승했어요 🎉,Positive (100%),"이상, 상승했어요, 지니너스",False
KOSDAQ,484810,티엑스알로보틱스,17280,1.68%,15130,1.56%,+14.13%,32,마지막 기회.... / 으흣...추락한다.[1] / 잘먹고간다,Positive (100%),"이상, 상승했어요, 티엑스",False
KOSDAQ,048770,TPC,2630,2.62%,2280,2.53%,+14.10%,13,2900원에 물린  분 계삼?[3] / AI 휴먼노이드로봇(인간형로봇) 제작 땅부자 ... / 서진오토모티브 서울터미널 서초동 사옥보유+휴머...,Positive (83%),"이상, 상승했어요, AI",False
KOSDAQ,046120,오르비텍,4585,3.71%,4015,3.02%,+13.91%,26,여러분 / 저렴할때 매수후 묻어둬라 / 웬일이냐!!!!,Positive (75%),"오르고, 상의하의, 이상",False
KOSDAQ,228670,레이,6720,5.63%,5790,5.96%,+13.90%,16,세계 1위 치과용 헬스케어 유통사와 맞손 / 김정수 사부님이 추천하길래[2] / 지난 3년 간 실적은 내리막인데...  누가 약...[1],Positive (100%),"이상, 상승했어요, 레이",False
KOSPI,128820,대성산업,8780,0.85%,5940,1.01%,+13.73%,400,삼표로와..나는익절하고[1] / 고  요상하네 / 삼표산업 강 상한가 안착,Negative (51%),"..., 오늘, 이제",True
KOSDAQ,319400,현대무벡스,11660,0.59%,10610,0.56%,+13.42%,113,다 뚫었네 어허 / 개미지옥  만든다 / 꺄악~~~,Positive (69%),"오늘, ..., 매수",False
KOSDAQ,460940,피앤에스로보틱스,13660,1.59%,11510,1.14%,+12.80%,111,ㅠㅠ 13970 신입이예요[2] / 전고 뚫고 뭐하는 짓 ㅋ / 만약 담주에,Positive (80%),"로봇, 상한가, 이상",False
KOSDAQ,123010,아이윈플러스,1385,0.00%,1143,0.00%,+11.69%,11,야 ㅋㅋㅋ이걸 망설이는 애들이 있네 / 아주 그림이 좋다 / 어째 운전이 차분한 게 알싸한 느낌이[1],Positive (80%),"이상, 상승했어요, 20원에서",False
KOSDAQ,122690,서진오토모티브,2155,1.27%,1910,1.22%,+11.37%,38,서울고속 버스터미널 서초구 땅 건물보유에 로봇...[1] / 광고하더만[1] / 서진오토모티브가 만들 휴먼로이드 만드는중 여기...,Positive (100%),"로봇, 휴먼노이드, 서진오토모티브가",False
KOSPI,067830,세이브존I&C,3440,9.39%,2605,9.41%,+10.97%,35,비비안 용산발딩 시총290억pbr 0.22 연... / VI / 삼표 투상,Positive (100%),"이상, 상승했어요, 경방",False
