시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,008350,남선알미늄,1310,2.82%,1013,2.87%,+29.96%,225,그런 이유가 있었구나 / 삼라그룹 계열사 정리 관련 이슈 아닐까? / 내일은 쩜상  터진다  ㅎㄷㄷㄷㄷ[1] / SM그룹 남선알미늄 GM선정 올해의 공급사 14...[1],Positive (70%),"로봇, 이낙연, 알미늄",False
KOSDAQ,049180,셀루메드,1895,2.81%,1123,2.81%,+29.88%,163,평단 26000원 / 님들 / 인스코비 물량 쏟아진다 / 어휴  그냥 털고 나옴,Negative (75%),"오늘, ..., 물량",False
KOSPI,012200,계양전기,5100,2.07%,4475,2.30%,+29.77%,211,"업계사람인데, 이회사 주가 왜안오르나 ...[9] / 이건 작전주가 아닙니다[1] / ■ 특허권 / 엑츄에이터 ~ 싹쓸이 수... / 계양이  지금 시장 총대장주네.[2]",Negative (51%),"상한가, 계양전기, ...",False
KOSDAQ,049630,재영솔루텍,4110,5.51%,3085,3.52%,+20.53%,236,단타족 불나방 매매자들이  참 고맙구로[3] / 축하드립니다. / 상가나가나 / 여의도 지라시,Positive (66%),"오늘, 상한가, 이상",False
KOSPI,004310,현대약품,8670,2.08%,6760,2.22%,+15.29%,159,"이거 탈출하는데 5년걸렸다[4] / 현대약품 100,000원 그냥 넘기지않을까요[2] / 오늘 입성합니다.[1] / 월요일에",Positive (75%),"오늘, 단일가, 현대약품",False
KOSPI,006805,미래에셋증권우,15380,11.53%,15260,12.80%,+15.29%,388,내가 봤을 때는 개미들 학습시키는중ㅋ[1] / 고속버스들 최근 상승률 ㅋㅋㅋ[1] / 이런건 15만원간다.로또주식으로 보도...[1] / 오늘 매우 중요한 날임[1],Negative (54%),"손절도, 실력이더라, 오늘",False
KOSDAQ,101170,우림피티에스,15820,4.08%,10660,4.06%,+14.22%,205,낼 경고는 기정사실이네 / ■■ 반등시 물량줄여.. 월욜갭하락 경고 / 고점에서 익절해서 다행이다 ^_^ / 느낌상 오늘 상,Positive (53%),"상한가, ..., 오늘",False
KOSDAQ,476060,온코닉테라퓨틱스,21350,1.53%,18610,2.00%,+12.72%,212,1월 출시 / 다들 수익구간이라 매도욕구가 강하겠지만[3] / 알고 투자합시다 / 거래에.[1],Positive (59%),"오늘, 2만원, 신용",False
KOSDAQ,486990,노타,41600,1.27%,38100,1.25%,+12.43%,315,노타는 / 6층에[2] / 가즈아 상한가 가야지[1] / 속초 가족여행 왔는대 10% 1억 샀다 19% ...[4],Positive (51%),"노타, 오늘, 상한가",False
KOSDAQ,0013V0,삼진식품,16990,0.19%,17280,0.12%,+9.47%,208,니들... / 오늘 상한가 간다..월요일에 점상보네고... / 제2의 삼양라면  초대박 / 18100원쯤에서 반등하면 상한가 간다...[2],Positive (63%),"이제, 시총, ㅋㅋㅋㅋ",False
