시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,217590,티엠씨,16770,,9300,,+80.32%,400,"20,700원에 5천주 매수했는데... / 부동산은 남기라도하지 주식은 뭐 NBA카드도 ... / 낼 하한가다",Positive (56%),"티엠씨, ㅋㅋ, 오늘",False
KOSDAQ,038460,바이오스마트,3970,3.20%,3040,3.44%,+29.95%,149,"대주에서 갈아탐 / 낼 쩜상 가라~~~~~~~~~~~~~~ / 12월 17일 책 나오고, 12월 19일...",Positive (84%),"정원오, 이상, 상승했어요",False
KOSDAQ,003310,대주산업,2200,6.54%,1543,6.32%,+29.95%,139,덕분에 오늘은..ㅎㅎ[2] / 젝시믹스 팔고 좀 담았다 / 단단히 잠겨있네요,Positive (90%),"정원오, 젝시믹스, 풀린다",False
KOSDAQ,081180,쎄크,14350,1.79%,11180,2.25%,+29.86%,111,주포 sang-no-mu-se-GGi-yaa~~~ / 이   쎄크   이거   믿어도   되나  ??[1] / 딴건 모르겠고[2],Positive (100%),"쎄크, 오늘, 이상",False
KOSDAQ,0009K0,에임드바이오,70500,1.45%,46700,0.99%,+26.12%,400,내일은 어찌 보시나요~~[2] / 시외 수상해 상칠것 같은데~~ / 26%나 올랐그만 에라이 ㅋㅋㅋ,Positive (53%),"상한가, 시외, 오늘",False
KOSDAQ,030530,원익홀딩스,37500,2.79%,30000,2.44%,+22.75%,320,"공시뭔소리여? / 흔들리지 마시고,  꽉 잡으세요.[1] / t",Positive (80%),"오늘, 원익, 원익홀딩스",False
KOSDAQ,293580,나우IB,1516,2.95%,1240,2.96%,+22.36%,105,탐욕의시간 / 휴 1년동안 가지거있다가 / 대주,Positive (64%),"정원오, 관련주, 이상",False
KOSPI,092200,디아이씨,13940,3.32%,11310,2.64%,+15.68%,118,투경 아니라고하는사람 이유가뭐임?[2] / 투경? / 에스피지,Positive (78%),"투경, 오늘, 역시",False
KOSDAQ,027360,아주IB투자,2710,1.20%,2250,1.19%,+11.75%,138,조정오먼 / 그냥 아주l8투자에 투자한다 생각하지말고[1] / 낼 3%정도 갭 뜨고,Positive (55%),"이상, 상한가, 4년전",False
KOSDAQ,049630,재영솔루텍,3045,4.44%,3265,8.21%,+11.54%,117,적대적 M&A[2] / 5천이상 갈수밖에 없다 / 흐미...[1],Positive (68%),"오늘, 다시, 이상",False
KOSDAQ,125490,한라캐스트,19760,4.46%,17210,3.77%,+10.02%,179,시외 상한?[1] / 시외 그만올리고 / 모야,Negative (60%),"시외, 개미들, 이제",False
KOSPI,001430,세아베스틸지주,48950,7.35%,34450,7.45%,+9.39%,130,젼나킹받쥬?ㅋㅋㅋㅋㅋ / 이틀 / ㅉㅉ,Positive (60%),"51400에, 이상, 상승했어요",False
KOSPI,000050,경방,11990,1.09%,8470,1.20%,+8.90%,198,Nxt인줄 모르고 샀다가 / 오늘 여기물린넘은 주식하지마라ㅋ / 시세끝난겨.[1],Negative (55%),"경방, 하한가, 오늘",False
KOSDAQ,090710,휴림로봇,6280,4.84%,5580,2.36%,+7.35%,157,주봉 물량도 안보고 / 이런 곳이 있었다니.. 놓치기 아깝네요[1] / 준비 됐나요?,Positive (69%),"오늘, 오늘은, 상한가",False
KOSDAQ,0088D0,메리츠제1호스팩,2045,,2000,,+2.25%,330,스팩주[2] / 종가 매수했다가 시외가 영 좋지 않아 텁니다...[1] / 어차피 어펄마캐피탈이나 네오영이겠네요,Positive (53%),"메리츠, 오늘, 상한가",False
