시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,478340,나라스페이스테크놀로지,38550,,16499,,+133.64%,800,주린이 신규주 꿀팁 / 쏠때 된거 같은데 / 이름값도못하는 잡주,Negative (51%),"..., 이제, 종가",False
KOSPI,452260,한화갤러리아,1443,1.39%,1089,1.53%,+30.00%,214,이런경우 모아니면 도임 / 주;변말에 흔들리지말고 잘 잡아보셔요~ / 5번이상上풀리고6번째급락,Positive (54%),"상한가, 대신, 갤러리아",False
KOSDAQ,317240,TS트릴리온,340,2.97%,266,3.87%,+29.77%,110,키움 개미  상에서 묻지마로 / 조루도 / 믿어본다.,Positive (75%),"탈모, 이상, 상승했어요",False
KOSDAQ,306040,에스제이그룹,8250,2.95%,4930,4.49%,+28.91%,199,왠 붕괴냐 ㅋㅋㅋ 무섭다야[1] / 와 3상고점에서  개미 풀매수매네.....[1] / 상풀리고200만주거래됨 프로그램팔고 ...,Positive (61%),"정원오, 오늘, 대장주",False
KOSDAQ,002800,신신제약,6750,3.17%,5340,3.13%,+24.54%,116,패대기 / 그냥 단발성 호재 아님? / 상한가 갑니까?,Negative (57%),"탈모, 이상, 상승했어요",False
KOSDAQ,330350,위더스제약,10795,1.47%,6730,2.05%,+23.51%,288,<상따 비중 올리기. / 뜸 들이지말고 / 큰 형님들 오늘 종가 상한가 때릴려구 이러나,Positive (74%),"탈모, 위더스, ...",False
KOSDAQ,191410,육일씨엔에쓰,2980,1.22%,2600,0.99%,+18.25%,86,국힘서 엄청 쪼네[1] / (((   내일 까지 관망및 매수 기준구간 )... / ㄷㄷ 공식화 이제 시작이다  서울시장,Positive (54%),"(((, 어제, 정원오",False
KOSDAQ,067290,JW신약,2210,2.00%,1500,2.15%,+16.81%,115,"탈모 치료제 처방 / 탈모약은 많지만, 모발이식 메타랩스 유일 / 거래량 점점 주는중ㅎㅎ",Positive (66%),"이상, 탈모, 상승했어요",False
KOSDAQ,464490,쿼드메디슨,22850,0.28%,17060,0.08%,+12.84%,369,오늘 뺄지말지 하시는 분~?^^[2] / 개미 다털어 버리네 ㄷ ㄷ무빙이 / 내일까지 묻고 따블로가!!!,Positive (68%),"..., 오늘, 개잡주",False
KOSDAQ,003310,대주산업,2460,2.10%,2200,3.96%,+10.07%,232,끝났네. / 연말까지 쭉 말아올릴건데..[2] / 육일이랑 차이가 엄청나네 진짜.,Positive (62%),"오늘, 정원오, 상한가",False
KOSDAQ,950250,테라뷰,11740,0.00%,12520,0.00%,+6.44%,292,다음 vi 찍으러 가자 / 단타로 오늘...ㅋㅋㅋ / 내팔면오를거같은데,Negative (52%),"오늘, 단타, 테라뷰",False
KOSDAQ,319400,현대무벡스,12570,1.02%,11650,1.36%,+5.63%,334,자 두시 인겁니다 / 쌍바닥 슈~~~~웃 / 서부개척 시대에,Negative (55%),"어제, 오늘, 신한",False
KOSDAQ,038500,삼표시멘트,5030,1.44%,5390,1.73%,+3.71%,366,"내일 시장 폭망 / 투신도 / 한신공영, 부동산 자산만 6천억대…시총 1천억...",Positive (61%),"정원오, ..., 오늘",False
KOSDAQ,293580,나우IB,1418,2.01%,1516,1.81%,+3.43%,92,차트가 보통 실력자의 솜씨가 아닙니다.[1] / 1프로 라도 챙기고 나가야겠다 / 매매동향을 보니~,Positive (71%),"정원오, 이상, 상승했어요",False
KOSPI,005930,삼성전자,105700,52.07%,104800,52.11%,+2.82%,751,연말까지 쭉 말아올릴건데..[2] / 환율 / 환율 1500가면 외인이탈 imf등장,Positive (58%),"환율, ..., 오늘",False
KOSPI,007660,이수페타시스,126900,,123901,,+2.42%,190,이수페타 적정주가 진지하게[4] / 내일 / 매도호가 창을 보니 이제 수명 다했네....,Positive (57%),"오늘, ㅜㅜ, 반도체",False
KOSPI,015760,한국전력,51200,23.00%,50000,22.99%,+1.79%,81,역시나 / ^^한전이대세^^ / 이번에 놓치면 다시 잡기 어렵습니다.,Positive (58%),"유가, 한국전력, 오늘",False
KOSPI,004310,현대약품,6960,1.72%,6330,1.61%,-1.00%,137,"양전 만들고 순식간에  쩜 만들자[2] / 【 익 일 정 보 】 ◀ 방금 전 나온 소식, 그...[2] / 똥파리 휘리릭 날려[1]",Mixed,"탈모, (((, 오늘",False
KOSDAQ,038460,바이오스마트,3665,3.27%,3970,3.00%,-1.48%,87,"박혜린 게열사 서울시개발관련[1] / 낼 북 콘서트한다 / 40원이나 오랐으니, 안올랐다곤 할 수 없고",Positive (54%),"정원오, 다시, ㅋㅋㅋ",False
KOSPI,010140,삼성중공업,24300,30.57%,25700,30.61%,-2.41%,105,지금이니 20억신용매수^^ / 징글징글 / ,Negative (63%),"ㅋㅋ, 외인, 2마리악마",False
KOSPI,034020,두산에너빌리티,75100,22.49%,77100,22.56%,-2.85%,433,73 가기가 어려운 이유다!! / 오늘 확실인증 두빌 게잡탱이주로 등극함 / 19일 일본 금리 올리면,Negative (68%),"오늘, 어제, 두빌",False
KOSPI,006800,미래에셋증권,20300,10.90%,21450,10.89%,-5.14%,64,박현주 / ...?? / 박회장 손떼면,Negative (87%),"세계에서, 가장, 혁신적인",False
KOSPI,249420,일동제약,37050,7.55%,40850,7.72%,-5.48%,235,【 익 일 정 보 】 ◀ 방금 전 나온...[3] / 급사제약 급살제약 간독성으로 급사해라 / 예들아 지금 타지 말라니까,Positive (51%),"일동, ..., 오늘",True
KOSPI,018880,한온시스템,3130,4.97%,3560,4.93%,-5.86%,104," / 일본 금리인상, 엔캐리 다수 청산 예정... / 매도1호가에  공매도  쌓이는거 봐라 ...",Negative (75%),"유증, 유증가, ...",False
KOSPI,032350,롯데관광개발,21600,17.56%,23600,17.58%,-7.69%,60,제주도지사랑 문체부 장관이 실권자이니... / 연기금이 팔고있다. / 이재명 화이팅[1],Positive (55%),"이재명, 라이센스, 실적",False
KOSPI,034230,파라다이스,16130,9.43%,18000,9.42%,-7.72%,97,이재명대통령님 이거 상폐시켜주세요.[3] / 기타법인은 3일간 18천원에 사고 / 어제 토론 보자마자 숏잡았는데,Mixed,"파라다이스, 대통령, 이재명",False
KOSPI,217590,티엠씨,20050,2.27%,16770,2.27%,-8.03%,143,참..국장 / 도망쳐 추락 한다 ㅋㅋ / 쿼드가진땡이네,Mixed,"ㅋㅋ, ..., 상한가",False
