시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,0098T0,교보19호스팩,5060,,1999,,+153.00%,77,쿼드로 이동한다.. 얼른 팔아~ / 욕심도 부리지덜마러 / 300%8000₩가자,Positive (62%),"주포, 이상, 상승했어요",False
KOSDAQ,464490,쿼드메디슨,23100,,15000,,+54.00%,329,"기관들 매도 수량 매집해야 가는거야 / 지금  많이들 놓치고 있는데,, / 단타성공 나오시오 ㅋㅋㅋㅋ",Negative (65%),"비만치료제, 오늘, 5만원",False
KOSDAQ,466690,키움히어로제1호스팩,2695,,2000,,+34.75%,149,혜성아 돈갚자^^ / 역시[1] / 교보를 샀어야~,Positive (64%),"교보, 어제, 키움",False
KOSDAQ,347700,스피어,12170,2.12%,8100,1.48%,+28.38%,49,풒~~[1] / 여기서 사는 사람들은 주식 하지마라... / 일단 팔고 다시 진입 노린다.,Positive (88%),"본계약, 이상, 상승했어요",False
KOSDAQ,290690,소룩스,5820,1.36%,4620,1.26%,+24.63%,146,"10: 15 분에 , 확인된 내용이네요... / ㅋㅋㅋ 가긴가네 / 소룩스 주-목 해야 할 내-용 풀어버림",Positive (85%),"합병, 상한가, 소룩스",False
KOSPI,128820,대성산업,9090,0.85%,5940,1.01%,+17.75%,170,이렇게 개미들 탈 시간을 준다고? / 대성산업은 서울 강남고속버스터미널 인근에 약 ... / 아직 끝나지 않았다… 오전 후반이 진짜 승부[1],Positive (82%),"..., 오늘, 이거",True
KOSDAQ,209640,와이제이링크,4075,3.81%,3340,3.81%,+14.47%,38,"개잡주네 이거 스피어로 ㄱㄱ / 스피어 먼저 상가네요~~!! / 10: 15 분에 , 확인된 내용이네요 .",Positive (100%),"스페이스x, 이상, 상승했어요",False
KOSDAQ,056080,유진로봇,16420,16.05%,13660,15.14%,+10.65%,92,다른 로봇주에 비하면[1] / 형님. 말아 올려 주세요[1] / 안털린 개미들 아직도 있냐,Negative (60%),"상한가, 이제, ㅇㅇ",False
KOSPI,272210,한화시스템,52700,7.78%,47500,7.81%,+9.68%,116,"10: 15 분에 , 확인된 내용이네요 . / ■ 당장은 수급 뺏겨서 하락하긴할텐데 / 못가네",Positive (93%),"오스탈, 이제, 가자",False
KOSDAQ,424870,이뮨온시아,15340,3.97%,11580,1.96%,+8.41%,95,3만원최소갈겁니다 잘들고가시길 / 26년 패시브 자금 물들어 오길 바란다... / 주식이  힘들게 하네 ㅜㅜ,Positive (66%),"오늘, 이거, 가자",False
KOSPI,067830,세이브존I&C,3360,9.39%,2605,9.41%,+8.39%,25,딱 VI 풀린 시각에 경방 상 풀려서 바로 나... / PBR 0.2다[1] / 정,Positive (100%),"이상, 상승했어요, 경방",False
KOSDAQ,003380,하림지주,12480,8.72%,8870,9.00%,+8.24%,219,ㅋㅋ 글 쓰고나서 12퍼가 떨어지네 종토방에는 ... / 막차 출발합니다. / 저점물타기나 하자,Negative (60%),"하림지주, 지금, 오늘",False
KOSPI,002780,진흥기업,723,1.13%,661,1.13%,+7.43%,15,아직 추세전환할라면 멀었다[1] / 주택공급 확대는 대세 / 800언 뚫어보나?,Positive (66%),"이상, 상승했어요, 탈출했다....감사",False
KOSDAQ,038500,삼표시멘트,4440,1.63%,3190,2.03%,+7.12%,108,"종가는 상한가라했다[1] / 정원오 경주정씨 종친주, 정은섭 대주... / 테마주는 무조건 대장주잡아라",Negative (66%),"정원오, 삼표, 상한가",False
KOSPI,097230,HJ중공업,23450,1.57%,22450,1.56%,+6.35%,58,기다린 보람이 있네ᆢ / 뭐지 ? / 오늘은 제대로,Mixed,"오늘, 오늘은, 이제",False
KOSDAQ,271830,팸텍,2285,0.96%,2175,1.02%,+6.28%,10,유투버. 방송중. 상 예측[1] / 팸텍》》》자동화 시스템 >>제작 AI자동화시스템의... / 며칠 세력 매집봉으로 보이긴 하는데,Positive (100%),"이상, 상승했어요, 다음주",False
KOSDAQ,255220,SG,2695,2.94%,2555,2.87%,+5.89%,41,대장은 sg[1] / 소문듣고 왔는데 / 원래 이렇게 윗꼬리 크게 그리면 몇년동안 우하향임[2],Positive (88%),"오늘, 이상, 간다",False
KOSPI,092200,디아이씨,11880,2.64%,10900,2.49%,+5.04%,27,슬슬  슬슬  매도후  이사준비 더가도.. / 모냐? 일동제약보다 더 오르네.  종가는 누... / 고점에서  물린 개미님들,Mixed,"..., 오늘, 슬슬",False
KOSPI,006340,대원전선,3700,4.43%,3540,4.61%,+4.67%,19,"100% 틀리는 애ㅋ / 만공교,알흠다운 별88. 제주 흑돈 / 3700일부탑승~~",Positive (100%),"전강후약, 3700일부탑승~~, 주주친악",False
KOSPI,009070,KCTC,6750,3.93%,5400,4.35%,+4.33%,35,대성 버리고 여기로 온 내가 레전드[1] / 땅부자+쿠팡 반사효과+북극항로[1] / 미안하다  내가 사서 떨어지는거다,Positive (83%),"내가, 이상, 상승했어요",False
KOSPI,013360,일성건설,2700,65.02%,2245,64.68%,+4.25%,11,결국 건설주만 살아남으려나??[1] / 눈아프다~[1] / 주포에게,Positive (100%),"이왕갈꺼, 눈아프다~[1], 결국",False
KOSPI,249420,일동제약,42000,7.17%,32500,6.94%,+3.70%,161,"11시 넘어서[1] / 일동제약..고민이신가요..,[1] / 상승할 여력 충분하니 아직 팔지 마시고..^...",Positive (71%),"일동, 5년차다, 오늘은",True
