시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,274090,켄코아에어로스페이스,19050,3.89%,15170,4.61%,+28.20%,337,흔들기 죽이네 ㅎㅎㅎ / 유동주식수 천만개뿐이다 / 나도 탈출 ㅋㅋ / 전 다 매도하고 나갑니다.,Positive (76%),"상한가, 역시, 오늘",False
KOSPI,010580,에스엠벡셀,2435,1.06%,1967,1.09%,+28.02%,114,지분확보 공시구나 / 3분만에 잘 먹고 감[4] / 대주주지분 87%[1] / 난 하차,Positive (71%),"이상, 상승했어요, 지분",False
KOSDAQ,488900,비츠로넥스텍,15770,0.96%,14430,0.67%,+19.47%,176,비츠로넥스텍 향후 일정 / 급등이유[1] / 미래에셋벤처투자 대장이 안가는데 / 어제 손절쳐서 구경만 하고있는,Positive (65%),"상한가, 어제, 딸랑딸랑",False
KOSDAQ,319400,현대무벡스,18990,2.18%,16130,1.61%,+12.37%,495,에휴 만원에 다팔았떠니[3] / 현대그룹주 로봇은 현대무벡스가 독점이다 ㅋ...[1] / 솔까 투경? 거래정지? 말고 악재가 있나? / 이제 슬 시동걸자[2],Negative (59%),"오늘, 미수신용으로, 전재산",False
KOSPI,004310,현대약품,7520,2.22%,6510,2.21%,+11.24%,282,오늘 상치면 팔아야지 / 속보)현대약품 주주들 크리스마스 이브날 탈모 ...[1] / 어차피 일만원 이하 / 애들아 정신차려...,Positive (60%),"찬티알바, 희망회로,, 정신승리",False
KOSDAQ,125490,한라캐스트,18600,0.41%,17290,1.20%,+10.91%,272,"방금쩜상속보>한라캐스트, 전장·자율주행 부품...[1] / 다시한번 탄렫받아사[1] / 글로벌 ai면 테슬라 맞지? / 2월20일",Positive (66%),"ㅋㅋ, 오늘, 여기",False
KOSDAQ,478340,나라스페이스테크놀로지,38150,1.46%,45650,0.35%,+9.47%,289,겁나게 털어대네 / 뭐야? 왜 이렇게 빠져 이노는 마이너스2프로인데 / 포스코가 투자했고만~ / 매수했는데.[1],Positive (55%),"오늘, 어제, 이제",False
KOSPI,249420,일동제약,39500,4.83%,36650,5.29%,+5.90%,175,진짜 못읽네.. 안타깝다 멍청한게..[6] / 🚍대차 대량상환 🥎 공매 도망중[3] / 오 예 NXT 좋다[1] / 일동제약 내년에 NXT 재편입 예정[1],Positive (52%),"오늘, 일동, 마지막",True
KOSDAQ,090710,휴림로봇,6550,4.78%,5820,3.02%,+5.14%,209,"SK 인수설 또 확산,中 오마크와 업무협약,25...[2] / 휴림로롯 신고가[2] / 기다리라고했지 휴림15만원간다[1] / 이제",Negative (56%),"오늘, 상한가, 휴림로봇",False
KOSDAQ,208370,셀바스헬스케어,6200,1.14%,5810,1.54%,+5.08%,453,그냥 저번주부터 홀딩하고있는 주주인데 / 기사 사실 맞음(회사 관계자 확인함)[1] / 진짜 이거 금강원  신고감  아닌가?[2] / 허위 뉴스로 금감원 신고 들간다,Negative (55%),"오늘, ..., 진짜",False
KOSDAQ,003310,대주산업,2775,2.55%,2450,1.99%,+4.52%,122,"내생각에 진짜 힘은[1] / 1차 목표가 3천원, 2차 목표가 5천원 / 2600원정도가 매집평단 정도 본다 / 오후에 상한가네요",Positive (76%),"정원오, 민주당, 정원오가",False
KOSDAQ,030530,원익홀딩스,36100,3.07%,33700,2.23%,+2.85%,142,조심스럽게 목표가 15만 잡아봅니다[1] / 주식좀 한다는 사람들이 추천하던데[4] / 오늘 VI 갈때 됬다 / 37700원 공매도[1],Positive (55%),"오늘, 전고점, 다시",False
