시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,000390,삼화페인트,7930,11.29%,5990,11.33%,+30.00%,186,시외 7만주 누가 던졌지?[3] / 다시한번 여러분에 세뇌시킵니다[1] / 연기금이 들어왔습니다,Positive (66%),"경영권, 상한가, 명복을",False
KOSDAQ,223250,드림씨아이에스,7030,51.74%,5820,51.44%,+29.94%,131,상잔량 꼴랑 4억 ㅋㅋㅋㅋ[1] / 시총도 아주 낮고 주가위치도 아주좋아... / 아까 시간외초반  150만주 매수 1...,Positive (75%),"오늘, 이상, 상승했어요",False
KOSDAQ,100790,미래에셋벤처투자,14240,1.98%,10390,2.59%,+29.93%,424,생각해보니[3] / 텐버거 / 어째 좀[1],Positive (56%),"오늘, 상한가, 어제",False
KOSPI,067830,세이브존I&C,4060,9.06%,3185,9.24%,+29.92%,146,상잔량 못 쌓는 이유 ㅋㅋ[1] / 창사  24년 만에  첫 상한가 축하해요... / 내일갭이라도 뜨겟니? 아래로 갭뜰것같은디...,Positive (61%),"이상, 상승했어요, 내일",False
KOSDAQ,027360,아주IB투자,3305,0.50%,2700,0.48%,+22.41%,301,글까지 써가며 응원했는데 상을 못쳤네... / 아직도 싸다 ![1] / ,Positive (61%),"오늘, 이상, 상승했어요",False
KOSDAQ,478340,나라스페이스테크놀로지,31200,0.09%,27149,,+14.92%,544,거래량없이 / 시간외 털린 사람은 호구냐? / 시외 싸게 주셔 감사,Negative (50%),"어제, 오늘, 상한가",False
KOSPI,128820,대성산업,11810,1.51%,8030,1.55%,+13.23%,800,대성은 정신건강에 이롭습니다.[2] / 20만원까지 홀딩[3] / 지금 시외[3],Positive (58%),"하한가, 오늘, ...",True
KOSDAQ,319400,현대무벡스,13600,0.96%,11900,1.02%,+9.85%,663,"내일 어떻게 보는지..ㅜ[1] / 흔들리지 마시고,,, 꽉 잡으세요.[2] / 내일 10억치 시초가 상한가에 수익 실현한다 ...",Negative (57%),"오늘, 오늘은, 진짜",False
KOSPI,006800,미래에셋증권,22100,10.65%,21400,10.90%,+8.07%,158,"수익보고 22000에 팔고 다시들어옴[1] / 내일 폭락이야 매도 ㄱㄱ[1] / 어제-5%나 급락해서,오늘 별로 오른것도 없...[1]",Positive (53%),"오늘, 어제, 미래에셋",False
KOSPI,001520,동양,878,1.68%,820,1.65%,+7.60%,238,넌 팔고 우선주 샀어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ...[1] / 단일가 첫 타임 구매자 윈너.... / 장난치면 내가 난장판 친다? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ...,Positive (55%),"동양, 오늘, 이상",False
KOSPI,452260,한화갤러리아,1543,1.51%,1110,1.39%,+6.93%,567,경험으로 말해준다. / 왜이러는지 아는사람[2] / 아까도보여드린건데..보면놀라실거임..;;,Positive (56%),"오늘, 이거, 상한가",False
KOSDAQ,950220,네오이뮨텍,706,2.44%,665,2.67%,+5.85%,162,솔직히 지금 가격에서[1] / 아무리 빨라도 29일 지나야 반등[1] / N자 실패다 그럼 뭐다?,Positive (53%),"상한가, 오늘, 이상",False
KOSDAQ,038460,바이오스마트,3850,1.86%,3720,3.27%,+4.34%,131,아무리 생각해도 / 개미들아 허매수 동호회에 속지마라들 ㅎ / 이번 지방선거는 바이오스마트가 큰 일 낼 ...,Positive (66%),"정원오, 내일, ...",False
KOSDAQ,064260,다날,6930,7.06%,6550,7.22%,+2.82%,306,결국 국내는 다날과 웨이브릿지 두 회사만 / 내일은 금요일 / 미래에서 옴 .다날은 반드시 7천원선으로 ...,Positive (60%),"다날, 써클, 스테이블코인",False
KOSDAQ,466100,클로봇,63700,6.95%,63800,7.46%,+1.76%,538,"미 선물 비트코인선물 전부 양전 / 내일은 7만 넘기를 기원합니다. / 흔들리지 마시고,,, 꽉 잡으세요.[2]",Mixed,"오늘, 클로봇, ...",False
KOSDAQ,082850,우리바이오,2280,2.46%,2115,2.60%,+1.56%,143,내일 상한가 다음주는 3000원 넘어 / 찬티들 설치면.. 장대음봉은 과학...[1] / 그지같은,Positive (66%),"트럼프, 오늘, 마리화나",False
KOSPI,000660,SK하이닉스,552000,53.34%,530000,53.32%,+0.18%,800,"오늘 / 배당 기준일 31일이야?? / 삼성전자·엔비디아, 메모리 동맹 강화…제2의 H...[1]",Negative (53%),"마이크론, 오늘, 하이닉스",False
KOSPI,005930,삼성전자,107600,52.12%,102800,52.07%,-0.28%,800,"국민의 대표로는 만족못하고, 계엄으로... / 아직도 계엄을 내란이라는 1찍,거시기... / ★ 윤석렬 내란 가담자 줄줄이 처벌중",Negative (55%),"..., 마이크론, 오늘",False
KOSDAQ,293580,나우IB,1436,1.00%,1371,2.01%,-0.97%,122,소고기 사묵자[2] / 롤리롤리롤리[1] / 하한가쳐맞고 독박이나써라[1],Positive (71%),"정원오, 진짜, 오늘",False
KOSPI,034020,두산에너빌리티,74500,22.41%,77300,22.49%,-1.32%,369,"투경해제 언제인가요? / ㅅ / 야, 물린주제에",Negative (53%),"투경, 오늘, 내일",False
KOSPI,217590,티엠씨,18190,2.32%,21800,2.27%,-2.41%,140,★  시간외  단일가   ...★[1] / ■ 님들아 ~ 신규상장 최초다 ~ 연기금 첫날부터... / 단일가 상 글렀네 ㅋㅋ 이져불어라 ㅋㅋ,Mixed,"ㅋㅋ, 오늘, 연기금",False
KOSPI,010140,삼성중공업,23800,30.48%,24900,30.57%,-2.66%,128,"삼성중공업 ▶익 - 일 ( 긴.급 )[2] / 고점 신호를 확인하고 싶었는데 / 삼성중공업, 호황 속 외국인 노동자 대우 부...",Negative (76%),"이제, 삼성중공업, ...",False
KOSPI,018880,한온시스템,3045,5.13%,3325,4.97%,-3.18%,101,그러거나 말거나 유증은 성공적이죠!!![1] / ㅋㅋㅋㅋㅋㅋㅋㅋ 얘들아[1] / 한온시스템,Negative (60%),"유증, 유증가, 내일",False
KOSDAQ,038500,삼표시멘트,4815,1.56%,4850,1.44%,-3.70%,339,동시호가 4800원 이상에서  마감 ... / 정원오 여당대표 독대[1] / 오늘 저녁은 뭐먹을까요?[2],Negative (62%),"오늘, 어제, 대성",False
KOSPI,006340,대원전선,3750,3.49%,4025,4.37%,-5.30%,103,[맹꽁이와 미친견] 슴 시간 현황[2] / 만공교 하수구 날파리는 전과 몇범이냐?? / ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저견수 텼노,Negative (73%),"만공교, 제주, 하수구",False
KOSPI,015760,한국전력,48200,23.10%,50300,23.00%,-5.86%,233,2026년 한국전력 전기세 인하[2] / 대한민국 전기는 지금도 너무 싸다고~~!!! / 장대음봉나폭?,Negative (66%),"전기요금, 오늘, 한국전력",False
KOSDAQ,464490,쿼드메디슨,21700,0.50%,20250,0.28%,-11.61%,434,시외에서 고추가루 잠깐 뿌리네 / 오늘 개미 무지 털었네? / 시외 올라간다!!,Positive (58%),"오늘, 알지, 이런",False
KOSDAQ,260660,알리코제약,4330,4.06%,3885,4.71%,-14.26%,103,그래도 / 이개다 / 알리코제약  -14.26% 오늘 이유가있...[1],Negative (64%),"전환사채, 탈모, 어제",False
KOSDAQ,317240,TS트릴리온,290,3.06%,262,2.97%,-14.71%,113,이재명 말한마디에 200원 동전주 사는 / 유증납입 / 단타맛집,Negative (62%),"탈모, 오늘, 이상",False
