시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,0097F0,미래에셋비전스팩10호,3185,,2000,,+59.25%,259,어떻게 반등이 한번도 없을수가[1] / 1 / 올해의 마지막 스팩 / 진심 이딴 스팩주 처음 봄,Positive (58%),"어제, 11호, 지금",False
KOSPI,006805,미래에셋증권우,15260,12.95%,11580,12.88%,+29.98%,166,보수적으로 지분가치 10조임 ㅋㅋㅋ / 땅도 9연상 / 미래벤처투자는 고작 40억 투자 = 미래증권... / 진짜 텐버거는 이놈이 되지 않을까?[1],Positive (52%),"시총, 상한가, ㅋㅋㅋ",False
KOSPI,217590,티엠씨,23650,2.51%,18210,2.34%,+29.95%,153,"티엠씨와 한화오션,한화그룹....쳇gpt 내용[1] / 티엠씨와 한화오션,한화그룹....쳇gpt 내... / 난 너희처럼.. 주식은 모르지만~♡ / 상한가 ㅅ ㅅ ㅅ ㅅ",Positive (80%),"상한가, 상따, 이상",False
KOSDAQ,054540,삼영엠텍,16880,2.06%,13350,1.99%,+23.57%,143,삼영엠텍 / 삼영엠텍이 오늘 -실질적인- 조선테마 ...[2] / 한화오션이 저정도 개폭등이면 / 이기화에,Positive (73%),"오늘, 상가즈아, 상한가",False
KOSDAQ,003310,대주산업,2875,1.99%,2345,1.83%,+17.35%,175,출마 연기뉴스는 매수포지션[2] / 오늘 3000원 업다운[1] / 차기대통령 / 편안하게 점심먹고 와야겠네,Positive (59%),"정원오, 이상, 상승했어요",False
KOSDAQ,413630,씨피시스템,4845,0.76%,4235,0.57%,+13.47%,63,상가면 신고가자리인데 / 아니 진정한 대장은 씨피인뎅[1] / 미국 조선업을 다시 위대하게.. / 🔥🔥🔥[긴급속보]🔥🔥🔥[1],Positive (60%),"MASGA, ..., ●●●🔥🔥🔥씨피시스템,",False
KOSDAQ,039860,나노엔텍,5590,1.81%,4390,1.52%,+12.36%,66,신규 로봇주 나노엔텍 지금은 단순 키맞추기일뿐[3] / 1만 이상 가면 시너지효과를 위해[1] / 형님덜~[1] / 투자경고 먹는다 대피하라,Positive (66%),"이상, 상승했어요, 팔고",False
KOSPI,042660,한화오션,121900,9.49%,109500,9.53%,+11.12%,800,트럼프대통령 회견[1] / 왜 말을 안들어 / 종가[1] / 나도 주주지만.. 상한가는 좀 힘들거 같고..,Positive (50%),"오늘, 공매, 공매도",False
KOSPI,022100,포스코DX,29600,3.85%,25700,3.82%,+10.86%,209,제2의 레인보우로보틱스[1] / 2년전에 1등주  였는데[1] / ^ 포스코디엑스는 피지컬AI 로봇으로[2] / 오늘 상한번 쳐 주심[2],Positive (66%),"오늘, ..., 포스코",False
KOSDAQ,090710,휴림로봇,6260,3.02%,5520,2.16%,+7.56%,160,오늘 / 긴횡보 매집 끝나고 폭등장 / 말아올리겟누 / 수급이,Positive (78%),"오늘, 자율주행, 어제",False
KOSPI,097230,HJ중공업,22900,1.30%,21950,1.37%,+5.77%,79,주가 미반영[1] / 국장에서  철수하세용 !! 폭탄  옵니당[4] / 2만5천원  안착가자 / 오늘 나가면 죽쒀서 개주는겁니다.,Positive (57%),"오늘, 슬슬, HJ중공업",False
KOSDAQ,030530,원익홀딩스,35150,2.23%,33050,2.37%,+4.30%,109,어제와는 다르다 어[1] / 코스닥 1위 / 원익이 9월 계단식 차트와 비슷하게 가... / 아진짜ㅡㅡ이거 개더럽네[1],Positive (64%),"오늘, 이제, 원익홀딩스",False
KOSDAQ,476830,알지노믹스,158600,2.21%,117000,2.63%,+4.27%,551,오늘 대폭락 자리 ____[5] / --- 시초가 갭 하락출발[1] / 전재산 몰빵했는디... / 부러우면 부럽다고 해 ㅋㅋㅋㅋ,Positive (54%),"오늘, 하한가, 물량",False
KOSPI,272210,한화시스템,59100,8.24%,54300,8.01%,+4.05%,191,"형이 설명해줄게[9] / 한화시스템,스페이스X(SpaceX)와의 협력...[1] / 황금함대+KDDX[2] / 그동안 상상도 못한 일들이 한화시스템에서  ...",Negative (55%),"미국, 오늘, ...",False
KOSDAQ,319400,현대무벡스,16750,1.61%,13600,1.00%,+3.84%,283,지금이 제일 싸다 / 무백이 힘개쌔다[1] / 믿고홀딩[1] / 쿠팡 물류취소시키고,Negative (58%),"오늘, 오늘도, 오늘은",False
KOSPI,006800,미래에셋증권,23750,10.99%,22700,11.06%,+3.26%,212,"벤쳐투자에서 넘어왔어요[2] / space x / 스페이스X와 함께 날아오른다,최대 4조원 ...[2] / 오늘 장세가 않좋아서 못가네 ㅋㅋ[3]",Negative (56%),"오늘, 상한가, 우선주",False
KOSPI,010140,삼성중공업,25100,30.50%,25400,30.67%,+1.01%,126,경험상 사고 후 더오름 / 삼성 철공소   LNG 선2척   (선가좋...[1] / 쓰레기중에 쓰레기주식 / 이젠 프리장에서도 꼴찌,Negative (66%),"삼중, 한오, 조선주",False
KOSPI,009070,KCTC,6480,2.75%,6300,2.84%,+0.93%,82,우주테마 다음은 북극테마[1] / 해수부 부산이전 개청식 곧 시작[3] / 북극항로 / 타임투 핸들,Positive (100%),"북극항로, ㅋㅋㅋ, 꼬시고",False
KOSPI,005930,삼성전자,111500,52.13%,106300,51.98%,+0.90%,727,이재명대통령 만세!만세!만세!![4] / 윤석열은 역대 최악의 대통령.[6] / 지금 팔면 삼전 다신 못잡는다. / 내년 지방선거 안해도 되는 이유[1],Negative (51%),"환율, ..., 삼전",False
KOSPI,000390,삼화페인트,8650,10.56%,8620,10.71%,+0.58%,169,쳐물린 개미들만 드글대는 개미탕인거죠?[3] / 산소82 아저씨. 오늘 윗꼬리 안달면 인정![3] / 9300원 위에 물량 테스트 해본겁니다 / 물량이 잘 안나오니까 올려서 털어보는중,Positive (58%),"오늘, ..., 경영권",False
KOSDAQ,0013V0,삼진식품,18690,0.12%,19210,,-2.71%,251,어묵공장 1700억 / 동종업종 시총은 보고 사는거쥬? / 나올 물량 다 나왔다... / 연기금은 빨리들어와라.[1],Positive (76%),"..., 오늘, 오뎅",False
KOSPI,452260,한화갤러리아,1531,1.39%,1538,1.52%,-3.77%,113,기억해둬라 / 여긴 주식수가 많아서 매집한다음에 올릴수밖에없...[1] / 니덜이 고생많다 / 시총이 최소1조는 가야지,Negative (56%),"우선주, 내일, 오늘",False
KOSDAQ,488900,비츠로넥스텍,13030,0.67%,11100,1.12%,-9.70%,105,[하이브리드 연료 vs 약체연료] 비츠로넥스텍 ... / [[긴급긴급긴급]] 이노위성실패 원인 하이브리드... / 비츠로넥스텍 액체연료 방식 급부상! 꼭필독! / 오후에 반드시 쏜다,Negative (55%),"핵융합, 이상, 비츠로",False
KOSDAQ,204620,글로벌텍스프리,4690,16.75%,5100,16.11%,-13.31%,197,글로벌텍스프리 오너들 관련자들 형사처벌돼야 합...[6] / 금감원에 민원 접수 동참해주세요[1] / 내가 둘러보니까.. 얘네들이 이번엔 실수를 한 ...[3] / 회사에 돈도 많은데 웬 유상증자?[3],Negative (63%),"민원, 개미, 하한가",False
KOSPI,128820,대성산업,8980,1.43%,10550,1.67%,-17.61%,410,대박주 잘 지켜라 임원 팔았다는 것 대주주 ...[1] / 오늘따라  알바들이  많이  설치네[1] / 법인 꽤 많이사네요 / 다 던지고 사고싶은 애들만 모여있는 텅텅빈 호...,Negative (60%),"..., ▣▣▣, 오늘",True
